Cod_setor,domi2V050,domi2V051,domi2V052,domi2V053,domi2V054,domi2V055,domi2V056,domi2V057,domi2V058,domi2V059
420910205000664,40,63,29,11,2,2,0,0,0,0
420910205000665,43,64,73,39,9,4,0,0,0,0
420910205000666,13,18,35,14,9,2,1,0,0,0
420910205000667,13,62,72,47,26,11,7,0,0,0
420910205000668,17,46,76,51,23,11,4,1,3,3
420910205000669,19,47,54,76,24,9,2,2,0,0
420910205000670,18,46,60,53,17,4,1,1,1,0
420910205000671,9,34,50,40,17,5,0,0,0,0
420910205000672,16,45,94,76,20,8,4,0,0,0
420910205000673,9,23,46,44,15,7,2,0,3,1
420910205000674,14,50,65,59,25,5,3,0,0,0
420910205000675,16,48,43,63,23,7,2,1,0,0
420910205000676,18,38,69,55,18,6,1,1,0,0
420910205000677,16,38,48,29,7,2,1,0,0,0
420910205000678,26,41,41,17,7,0,1,0,0,0
420910205000679,11,40,54,53,34,19,16,6,4,2
420910205000680,15,30,42,37,11,9,2,2,0,1
420910205000681,17,67,61,62,8,2,1,0,0,1
420910205000682,24,52,54,37,13,11,2,0,0,0
420910205000683,9,39,49,38,11,4,2,4,1,0
420910205000684,17,37,46,35,18,6,0,0,0,0
420910205000685,5,27,27,23,11,6,1,1,1,0
420910205000686,23,33,29,23,13,5,0,0,0,0
420910205000687,24,57,51,48,13,12,2,0,0,0
420910205000688,12,42,38,32,7,8,0,0,1,0
420910205000689,16,29,44,26,14,14,6,2,1,0
420910205000690,15,24,29,41,23,15,3,3,3,1
420910205000691,14,35,32,49,23,6,4,2,2,0
420910205000692,21,40,44,39,19,6,0,1,0,0
420910205000693,28,38,40,24,12,4,1,1,0,0
420910205000694,60,71,76,49,6,0,1,0,0,0
420910205000695,38,46,47,30,18,5,5,1,0,0
420910205000696,13,31,45,42,25,9,1,1,1,2
420910205000697,4,7,16,16,14,2,3,1,1,1
420910205000698,16,31,32,31,21,6,3,3,1,2
420910205000699,18,23,49,30,12,4,4,3,0,2
420910205000700,21,39,35,27,14,6,1,1,0,0
420910205000701,8,42,39,30,20,5,8,4,1,1
420910205000702,7,34,37,48,21,10,4,2,1,1
420910205000703,22,51,62,49,33,13,3,1,3,1
420910205000704,9,32,39,36,15,7,4,3,0,0
420910205000705,14,23,45,36,7,3,1,1,1,0
420910205000706,14,31,35,25,22,8,6,0,0,1
420910205000707,11,26,44,33,10,4,1,0,0,0
420910205000708,11,24,45,52,23,8,6,0,0,1
420910205000709,12,20,53,57,27,9,5,1,1,1
420910205000710,16,42,67,41,18,8,1,1,1,0
420910205000711,10,46,59,48,25,14,4,4,1,2
420910205000712,7,18,38,24,10,10,6,4,3,1
420910205000713,13,35,69,59,30,9,1,2,2,0
420910205000714,9,33,65,65,50,19,9,5,3,2
420910205000715,8,35,52,36,24,7,2,0,0,0
420910205000716,25,49,83,64,22,3,0,1,0,0
420910205000717,20,46,50,67,25,9,3,2,0,1
420910205000718,12,36,63,50,17,5,0,3,0,0
420910205000719,17,36,53,33,21,6,4,1,0,0
420910205000720,17,46,83,50,41,12,5,2,2,1
420910205000721,9,28,49,42,25,11,5,0,0,2
420910205000722,9,47,73,46,30,16,2,4,0,0
420910205000723,11,36,44,45,11,12,4,3,1,0
420910205000724,18,43,51,63,27,13,6,1,3,1
420910205000725,4,16,21,25,23,6,5,3,1,0
420910205000726,13,16,31,26,17,12,7,5,0,1
420910205000727,14,42,55,49,33,26,7,2,2,4
420910205000728,5,22,43,28,20,11,3,2,0,0
420910205000729,13,25,43,25,27,2,4,1,3,0
420910205000730,9,24,42,39,40,19,9,6,2,1
420910205000731,12,35,58,50,19,8,1,2,0,0
420910205000732,13,33,32,37,19,10,7,2,2,1
420910205000733,12,41,50,62,29,16,5,3,3,1
420910205000735,3,9,9,9,6,3,0,1,1,0
420910205000736,6,4,6,17,6,4,2,2,3,0
420910205000737,18,57,71,41,7,1,0,0,0,0
420910205000738,10,31,26,32,15,13,5,2,0,2
420910205000739,13,16,14,10,6,6,2,0,0,0
420910205000740,29,66,61,43,18,7,6,2,1,0
420910210000001,30,56,37,36,10,3,1,0,0,0
420910210000002,0,3,0,4,0,0,1,0,0,0
420910210000003,18,46,64,67,28,8,6,3,1,0
420910210000004,15,74,65,74,37,12,1,2,0,1
420910210000005,20,52,64,62,32,5,1,1,0,2
420910210000006,2,5,12,4,3,1,0,0,0,0
420910210000007,32,75,71,57,26,7,3,3,1,1
420910210000008,4,4,7,5,3,0,0,0,0,0
420910210000009,16,59,30,45,16,2,2,1,0,1
420910210000010,7,33,43,42,23,4,4,0,0,0
420910210000011,9,15,25,17,13,9,2,0,1,0
420910210000012,13,61,82,106,43,20,11,2,1,3
420910210000013,8,40,70,74,30,13,11,3,0,2
420910210000014,30,59,100,114,63,25,9,3,2,1
420910210000015,18,65,84,58,27,10,8,3,0,1
420910210000016,17,37,33,43,10,3,1,1,1,0
420910210000017,37,73,83,83,49,23,6,1,0,3
420910210000018,10,20,30,24,13,7,4,0,0,0
420910210000019,23,67,69,76,23,5,5,0,1,2
420910210000020,16,38,38,41,12,7,4,1,0,1
420910210000021,14,34,31,29,12,5,5,2,1,0
420910210000022,13,28,24,21,8,4,0,0,0,0
420910210000023,14,50,43,56,29,12,4,5,0,0
420910210000024,10,20,20,16,7,4,2,0,0,0
420910210000025,15,43,64,72,23,10,2,4,1,0
420910210000026,9,31,59,35,24,10,2,1,0,1
420910210000027,19,55,57,49,30,9,8,5,1,2
420910210000028,19,27,42,40,12,1,4,0,0,0
420910210000029,3,5,7,4,3,0,0,0,0,0
420910210000030,7,21,23,20,5,4,1,3,1,0
420910210000031,0,0,3,1,1,0,0,0,0,0
420910210000032,6,15,18,28,8,2,4,0,0,0
420910210000033,15,46,50,54,21,12,4,3,0,0
420910210000034,3,3,12,11,8,3,3,0,0,1
420910210000035,9,19,29,24,16,16,9,3,2,2
420910210000036,7,10,13,14,10,0,3,0,1,0
420910210000037,6,15,10,19,12,1,1,1,0,0
420915105000001,26,50,63,42,21,18,6,1,0,1
420915105000002,19,82,80,64,27,3,1,2,0,0
420915105000003,10,27,33,26,19,11,3,3,0,0
420915105000004,5,30,27,28,10,4,2,1,0,1
420915105000005,2,2,1,1,0,0,1,0,0,0
420915105000006,4,12,14,9,15,7,11,7,4,6
420915105000007,6,19,15,21,7,3,5,1,1,0
420915105000008,12,43,45,32,19,7,6,5,0,0
420915105000009,9,34,21,20,16,6,5,2,1,2
420915105000010,2,8,6,16,9,8,8,2,1,7
420915105000011,2,4,8,7,6,3,2,1,2,0
420917705000001,40,85,84,57,29,17,5,1,0,0
420917705000002,1,5,3,1,1,0,0,0,0,0
420917705000003,1,4,3,1,1,1,0,0,0,0
420917705000004,9,25,28,24,13,8,1,1,0,0
420917705000005,7,23,36,24,7,7,1,1,0,0
420917705000006,8,26,35,30,11,8,0,0,0,0
420920105000001,55,107,123,82,25,9,1,1,0,0
420920105000002,3,15,30,16,10,8,3,0,0,0
420920105000003,13,44,48,47,21,24,5,2,0,0
420930005000001,68,96,64,52,11,2,0,1,0,0
420930005000002,50,100,64,41,11,1,0,0,0,0
420930005000003,30,77,54,50,11,0,1,0,0,0
420930005000004,50,91,76,49,14,2,2,0,0,1
420930005000005,29,47,32,26,7,5,0,0,0,0
420930005000006,87,120,65,37,14,0,0,1,0,0
420930005000007,60,97,97,67,15,3,1,0,0,0
420930005000008,35,55,33,34,8,1,0,0,0,0
420930005000009,50,124,72,45,11,4,1,0,0,0
420930005000010,43,70,70,42,12,4,1,0,0,0
420930005000011,47,75,63,47,12,4,1,0,0,0
420930005000012,78,84,67,39,10,2,2,0,0,0
420930005000013,45,80,63,46,16,6,2,0,0,0
420930005000014,44,81,71,54,14,9,2,0,0,0
420930005000015,34,109,68,61,14,4,2,2,0,0
420930005000016,33,60,57,23,9,2,0,0,0,0
420930005000017,63,77,83,58,20,7,1,1,0,0
420930005000018,46,113,105,81,28,8,3,5,0,1
420930005000019,52,107,93,79,22,5,2,1,0,0
420930005000020,50,97,84,60,27,11,3,3,0,0
420930005000021,42,74,95,82,38,18,6,2,1,2
420930005000022,42,68,69,40,22,12,3,1,0,0
420930005000023,24,59,62,61,13,3,1,0,0,0
420930005000024,34,54,76,46,16,7,2,1,0,0
420930005000025,34,84,93,76,21,7,1,0,0,0
420930005000026,41,78,87,79,25,3,1,1,2,1
420930005000027,31,76,87,68,34,10,4,3,2,2
420930005000028,19,46,44,44,16,4,1,0,0,0
420930005000029,29,69,83,75,30,14,7,6,1,1
420930005000030,34,72,56,38,32,6,6,3,1,0
420930005000031,22,51,56,43,20,14,5,0,0,0
420930005000032,12,38,51,38,11,5,3,1,0,0
420930005000033,37,74,56,40,17,11,1,0,0,0
420930005000034,45,81,80,68,31,12,2,1,0,1
420930005000035,26,37,70,51,20,11,2,0,0,0
420930005000036,28,65,72,55,19,6,4,1,0,0
420930005000037,63,88,118,74,31,10,1,3,1,0
420930005000038,22,49,68,62,16,2,3,1,0,0
420930005000039,30,39,54,39,20,4,0,0,0,0
420930005000040,125,116,84,58,16,6,0,0,0,1
420930005000041,23,63,48,43,18,3,0,0,1,0
420930005000042,44,89,96,57,18,4,1,0,0,0
420930005000043,39,60,67,59,14,10,1,0,0,0
420930005000044,33,59,41,45,10,5,1,0,0,0
420930005000045,29,75,100,77,39,15,2,1,0,0
420930005000046,25,56,60,34,23,10,2,1,0,2
420930005000047,45,84,117,79,23,12,3,1,0,0
420930005000048,71,89,110,66,28,7,4,2,1,0
420930005000049,69,131,111,73,34,11,3,4,1,0
420930005000050,49,70,94,71,25,3,1,1,0,0
420930005000051,15,52,58,41,16,5,1,1,0,0
420930005000052,37,66,56,46,15,2,3,0,0,0
420930005000053,49,85,95,63,44,14,7,2,1,1
420930005000054,55,90,83,56,21,7,1,0,0,0
420930005000055,34,82,74,68,37,5,5,3,1,1
420930005000056,25,60,90,66,15,9,4,0,0,0
420930005000057,18,45,59,50,25,10,6,0,1,1
420930005000058,33,79,87,56,35,20,12,2,1,0
420930005000059,34,72,109,85,26,10,4,3,0,0
420930005000060,44,84,110,92,34,13,6,3,0,2
420930005000061,44,81,113,103,50,26,4,5,4,1
420930005000062,50,81,126,98,51,18,5,7,1,2
420930005000063,32,79,96,84,31,5,3,0,0,0
420930005000064,22,71,59,56,19,12,2,0,0,0
420930005000065,35,91,94,73,24,10,4,3,0,1
420930005000066,29,59,58,69,29,10,1,0,0,0
420930005000067,26,49,75,66,19,9,2,1,3,0
420930005000068,36,73,82,74,25,14,0,1,1,2
420930005000069,29,65,92,71,47,22,18,4,2,2
420930005000070,27,85,87,74,39,9,5,4,1,2
420930005000071,19,40,54,42,22,7,0,1,1,0
420930005000072,22,62,81,68,43,25,11,4,3,3
420930005000073,18,41,43,35,27,5,8,3,3,1
420930005000074,26,39,59,48,30,5,3,6,2,1
420930005000075,23,43,44,45,16,1,1,1,0,1
420930005000076,25,52,57,37,16,5,1,1,2,2
420930005000077,42,93,98,59,19,5,3,3,0,0
420930005000078,19,34,26,25,6,5,0,0,0,0
420930005000079,30,80,96,56,30,13,3,4,0,2
420930005000080,32,55,71,62,21,15,3,3,0,0
420930005000081,23,38,71,49,27,13,4,2,0,2
420930005000082,23,55,55,47,18,8,0,1,0,0
420930005000083,44,81,74,53,28,8,3,0,0,0
420930005000084,24,69,88,69,24,6,2,0,0,0
420930005000085,15,50,76,68,36,13,11,6,1,0
420930005000086,53,141,148,99,46,14,12,2,2,0
420930005000087,35,71,95,55,29,13,2,5,0,0
420930005000088,30,59,49,33,19,11,7,1,0,1
420930005000089,38,60,85,86,36,23,5,3,1,1
420930005000090,32,65,73,70,39,14,11,9,1,4
420930005000091,18,40,58,61,33,14,6,3,1,1
420930005000092,21,38,70,70,37,21,6,3,1,4
420930005000093,24,41,54,58,41,17,7,7,5,3
420930005000094,15,34,54,46,31,13,5,6,1,4
420930005000095,33,52,82,54,29,12,2,4,2,1
420930005000096,8,18,13,12,7,5,0,0,0,0
420930005000097,22,43,57,47,29,20,9,7,1,1
420930005000098,18,28,35,35,32,19,8,4,3,1
420930005000099,12,35,46,48,17,14,7,2,2,0
420930005000100,35,80,80,69,32,15,7,0,3,1
420930005000101,29,67,64,63,35,14,3,2,0,2
420930005000102,30,55,59,64,36,13,5,4,2,0
420930005000103,8,28,45,38,29,9,1,2,1,0
420930005000104,21,65,90,79,35,15,2,1,3,1
420930005000105,21,51,69,68,19,6,3,1,0,1
420930005000106,18,69,88,71,28,6,2,2,1,0
420930005000107,32,66,105,83,27,8,2,1,1,1
420930005000108,46,80,96,94,45,20,13,4,2,3
420930005000109,14,29,46,36,24,16,7,3,1,1
420930005000110,25,44,46,44,24,7,4,4,0,2
420930005000111,35,54,109,56,44,23,3,2,1,3
420930005000112,3,21,17,23,9,7,2,2,1,1
420930005000113,22,47,58,54,31,19,2,4,4,0
420930005000114,22,84,101,79,48,26,9,3,4,4
420930005000115,28,45,73,49,16,8,4,1,0,1
420930005000116,11,29,64,51,40,15,8,7,4,0
420930005000117,16,38,57,32,15,5,0,0,1,0
420930005000118,12,16,17,15,7,4,0,0,0,1
420930005000119,17,37,49,33,14,9,7,1,0,0
420930005000120,12,42,50,34,19,4,1,0,0,0
420930005000121,8,19,18,8,9,1,0,0,1,0
420930005000122,18,49,47,33,15,12,3,0,0,0
420930005000123,25,56,66,37,21,5,7,1,0,0
420930005000124,26,31,62,59,29,19,16,3,0,0
420930005000125,8,35,38,47,11,7,3,4,0,1
420930005000126,18,41,70,44,22,10,1,0,0,2
420930005000127,35,98,100,59,28,15,2,3,1,1
420930005000128,28,90,80,62,33,8,3,3,1,0
420930005000129,31,63,102,86,36,15,5,5,0,0
420930005000130,36,64,117,85,51,24,6,2,1,1
420930005000131,44,87,103,72,31,15,6,2,1,1
420930005000132,27,45,74,52,22,5,3,0,1,0
420930005000133,33,51,69,61,20,7,4,2,0,1
420930005000134,29,78,111,94,35,12,3,1,0,0
420930005000135,12,24,39,30,12,8,4,1,0,0
420930005000136,24,30,47,40,25,10,6,2,1,3
420930005000137,38,52,68,59,22,9,2,2,0,0
420930005000138,18,37,44,36,28,12,4,0,1,1
420930005000139,24,47,57,57,30,9,0,0,0,0
420930005000140,15,49,56,59,23,11,3,4,0,0
420930005000141,32,63,97,72,38,10,9,2,0,0
420930005000142,14,33,47,41,23,7,1,1,0,1
420930005000143,2,1,4,3,2,1,1,0,0,0
420930005000144,15,40,48,47,30,16,10,3,2,1
420930005000145,8,13,19,14,4,1,0,0,0,0
420930005000146,39,86,112,92,50,25,7,4,1,1
420930005000147,34,58,94,64,25,12,8,5,0,0
420930005000148,29,45,89,62,31,13,5,4,1,0
420930005000149,28,58,72,58,32,8,6,3,2,2
420930005000150,33,93,103,68,46,7,4,2,1,1
420930005000151,7,13,11,6,6,1,2,0,0,0
420930005000152,1,7,4,0,0,1,0,0,0,0
420930005000153,0,6,5,3,0,1,0,0,0,0
420930005000154,15,58,51,44,14,5,0,0,0,0
420930005000155,38,46,36,19,8,1,1,0,0,0
420930005000156,30,39,33,22,4,1,0,0,0,0
420930005000157,37,60,53,40,12,3,0,0,0,0
420930005000158,43,51,37,26,10,2,1,0,0,0
420930005000159,24,55,78,47,15,5,3,0,0,0
420930005000160,30,60,64,43,13,3,3,2,0,0
420930005000161,54,100,66,55,13,2,0,1,0,0
420930005000162,29,55,43,44,19,3,5,1,0,0
420930005000163,17,59,64,52,20,10,2,0,1,1
420930005000164,21,41,86,70,31,17,11,2,0,0
420930005000165,73,104,121,46,20,7,1,0,0,1
420930005000166,47,56,64,56,27,4,0,0,0,0
420930005000167,17,57,51,44,24,3,5,3,1,1
420930005000168,29,41,59,39,22,12,2,4,1,3
420930005000169,21,31,43,38,20,6,0,2,1,0
420930005000170,13,47,57,42,20,8,2,1,0,0
420930005000171,18,23,67,57,33,23,5,1,1,1
420930005000172,27,42,46,50,38,13,6,3,1,0
420930005000173,22,40,60,45,19,9,3,0,1,1
420930005000174,19,44,47,66,41,21,6,6,2,1
420930005000175,28,47,78,65,43,23,9,7,2,0
420930005000176,13,41,54,45,22,4,4,1,0,0
420930005000177,21,38,45,38,31,11,2,1,0,2
420930005000178,23,59,78,72,33,7,6,0,0,0
420930005000179,16,36,59,42,21,14,8,4,2,3
420930005000180,18,41,51,36,20,6,3,0,0,0
420930005000181,17,32,53,50,19,6,1,5,0,0
420930005000182,4,15,12,16,6,6,3,1,1,0
420930005000183,1,1,3,5,1,1,0,0,0,0
420930005000184,4,9,16,13,8,4,0,1,0,0
420930005000185,4,13,10,6,1,0,1,0,0,0
420930005000186,2,4,16,8,5,5,2,0,1,0
420930005000187,0,1,4,2,2,1,1,0,0,0
420930005000188,7,15,6,10,5,0,0,0,0,0
420930005000189,0,6,7,4,2,0,0,0,0,0
420930005000190,4,10,14,7,4,0,2,1,0,0
420930005000191,3,7,10,3,5,0,0,0,0,0
420930005000192,4,7,7,2,4,0,0,0,0,0
420930005000193,5,1,7,6,2,1,0,1,0,0
420930005000194,4,15,20,6,1,2,0,0,0,0
420930005000195,0,6,4,4,0,0,0,0,0,0
420930005000196,19,51,67,42,12,2,0,0,0,0
420930005000197,21,30,65,43,40,15,8,2,1,0
420930005000198,23,49,51,43,14,9,4,1,0,1
420930005000199,19,50,66,62,22,4,1,1,2,0
420930005000200,13,36,39,34,22,12,1,2,1,1
420930005000201,18,48,63,48,30,21,6,5,3,5
420930005000202,33,36,51,45,43,19,3,4,1,0
420930005000203,28,66,75,62,25,11,3,1,0,0
420930005000204,21,51,48,45,18,7,6,2,3,2
420930005000205,21,40,54,46,30,15,6,2,1,1
420930005000206,7,40,48,45,24,6,2,2,0,1
420930025000001,4,13,4,8,2,0,0,0,0,0
420930025000002,15,54,57,35,11,8,2,4,0,1
420930025000003,9,27,28,21,13,0,0,0,0,0
420930025000004,9,24,21,22,9,1,0,0,1,0
420930025000005,16,25,22,22,8,0,3,0,0,0
420930045000001,14,15,16,15,5,1,1,0,0,0
420930045000002,14,19,18,12,7,1,1,0,0,0
420930045000003,12,47,35,21,11,0,3,1,0,0
420940905000001,37,50,45,29,6,9,0,0,0,0
420940905000002,18,33,13,13,2,4,0,0,1,0
420940905000003,7,18,15,11,5,0,0,1,0,0
420940905000004,0,0,0,0,0,0,0,0,0,0
420940905000005,15,26,29,27,9,3,0,0,0,0
420940905000006,0,0,0,0,0,0,0,0,0,0
420940905000007,4,3,3,1,2,0,0,0,0,0
420940905000008,29,56,51,25,14,0,1,0,0,0
420940905000009,13,19,26,9,4,0,0,0,0,0
420940905000010,41,69,59,40,13,9,1,1,0,1
420940905000011,38,67,67,57,27,10,5,1,1,0
420940905000012,10,31,24,14,4,0,1,0,0,0
420940905000013,9,16,11,9,3,0,1,0,0,0
420940905000014,6,24,6,6,0,0,0,0,0,0
420940905000015,3,13,9,6,2,0,0,0,0,0
420940905000016,10,7,8,5,1,0,1,0,0,0
420940905000017,7,9,12,4,1,1,0,0,0,0
420940905000018,10,21,8,7,1,0,0,0,0,0
420940905000019,4,21,12,11,2,0,0,0,0,0
420940905000020,27,38,32,24,12,4,1,1,0,0
420940905000021,19,41,21,21,9,4,0,0,0,0
420940905000022,21,29,17,8,6,1,0,0,0,0
420940905000023,23,39,27,27,4,3,0,0,0,0
420940905000024,16,37,28,12,6,0,0,0,0,0
420940905000025,20,35,34,22,6,1,1,1,0,0
420940905000026,13,26,30,25,8,9,3,1,1,0
420940905000027,26,47,38,31,3,5,1,0,0,0
420940905000028,16,38,35,22,13,3,2,1,1,0
420940905000029,24,39,34,23,13,2,0,0,0,0
420940905000030,7,13,24,14,8,2,1,0,0,0
420940905000031,9,27,38,29,21,4,5,2,1,1
420940905000032,14,52,46,55,27,9,9,2,2,1
420940905000033,35,66,68,49,20,12,4,0,0,1
420940905000034,1,5,6,1,0,1,0,0,0,0
420940905000035,26,43,49,31,16,6,2,0,1,1
420940905000036,16,28,16,17,7,4,0,1,0,0
420940905000037,22,38,39,26,9,3,2,0,0,0
420940905000038,7,17,17,8,3,1,1,2,0,0
420940905000039,31,26,38,49,9,4,0,1,1,0
420940905000040,27,57,46,45,14,4,1,1,0,0
420940905000041,13,31,45,31,9,5,3,2,0,1
420940905000042,26,42,47,50,26,10,1,1,0,0
420940905000043,27,70,76,57,18,13,3,1,0,0
420940905000044,47,73,86,61,30,7,5,2,1,1
420940905000045,42,76,106,75,45,11,7,1,1,0
420940905000046,3,4,16,4,3,1,1,0,0,0
420940905000047,0,0,0,0,0,0,0,0,0,0
420940905000048,0,0,0,0,0,0,0,0,0,0
420940905000050,4,10,9,5,4,0,0,0,0,0
420940905000051,10,29,47,29,14,4,2,0,1,0
420940905000052,21,43,39,45,11,1,0,2,0,0
420940905000053,16,20,30,18,9,2,3,0,0,0
420940905000054,17,49,58,35,13,6,3,0,0,0
420940905000055,13,35,35,26,8,2,1,0,0,0
420940905000056,14,10,22,21,9,7,2,2,0,0
420940905000057,2,4,6,1,1,0,0,0,0,0
420940905000058,9,14,12,10,3,1,0,0,0,0
420940905000059,18,46,52,39,13,6,3,0,0,0
420940905000060,8,15,15,16,5,1,2,0,0,0
420940905000061,17,38,34,32,11,4,2,0,1,0
420940905000062,2,9,14,10,1,2,0,0,0,0
420940905000063,33,77,80,55,23,12,1,0,0,0
420940905000064,23,64,44,37,13,7,1,0,0,1
420940905000065,14,42,41,23,14,2,0,0,1,0
420940905000066,9,17,10,12,1,0,0,0,0,0
420940905000067,31,54,60,56,22,6,1,1,0,1
420940905000068,13,46,41,24,16,3,0,0,1,0
420940905000069,25,55,49,40,16,4,1,0,0,0
420940905000070,10,18,16,18,6,3,0,0,1,0
420940905000071,9,16,20,18,10,4,0,0,0,0
420940905000072,0,1,3,1,0,0,0,0,0,0
420940905000073,25,39,35,33,11,8,4,3,0,0
420940905000074,17,34,34,25,16,3,1,2,0,0
420940905000075,9,22,25,17,4,1,0,0,1,0
420940905000076,25,53,51,35,12,4,1,0,0,0
420940905000077,7,15,6,2,3,1,0,0,0,0
420940905000078,35,63,52,42,15,6,2,1,0,0
420940905000079,0,0,0,0,0,0,0,0,0,0
420940905000080,0,0,0,0,0,0,0,0,0,0
420940905000081,21,37,15,19,9,2,0,0,0,0
420940905000082,23,55,37,25,9,3,1,0,0,0
420940905000083,7,9,8,4,4,3,0,0,0,0
420940905000084,7,13,10,13,2,0,0,0,0,0
420940905000085,33,64,78,58,16,5,2,0,0,0
420940905000086,7,18,26,12,8,3,1,0,0,0
420940905000087,3,11,13,1,3,0,0,0,0,0
420940905000088,27,34,32,37,4,2,4,1,1,0
420940905000089,13,46,38,29,11,5,1,0,1,0
420940905000090,10,26,17,26,7,3,1,0,0,1
420940905000092,10,11,6,12,8,3,1,0,0,0
420940905000093,21,26,37,19,11,5,3,0,1,1
420940905000094,8,14,24,14,6,0,0,0,0,0
420940905000095,5,7,7,14,1,0,1,0,0,0
420940905000096,8,11,11,6,4,5,1,0,1,1
420940905000097,0,0,0,0,0,0,0,0,0,0
420940905000098,5,15,14,10,8,8,2,0,1,0
420940905000099,7,6,16,16,3,1,3,1,0,1
420940905000100,9,16,16,13,7,4,0,3,0,0
420940905000101,15,37,45,47,13,13,4,2,0,1
420940905000102,32,40,54,39,18,10,2,3,0,0
420940905000103,14,20,23,22,9,6,2,1,0,1
420940905000104,6,4,11,6,1,0,0,0,0,0
420940905000105,9,9,11,3,2,0,0,0,0,0
420940905000106,8,16,14,12,1,0,0,0,0,0
420940905000107,11,28,13,19,5,3,0,0,0,0
420940905000108,10,18,9,7,4,0,0,0,0,0
420940905000109,18,41,48,35,14,5,3,0,0,0
420940905000110,15,30,30,18,8,3,2,0,0,0
420940905000111,38,53,30,25,13,1,0,0,0,0
420940905000112,14,37,26,22,10,2,5,2,0,0
420940905000113,25,38,44,32,14,4,0,1,1,0
420940905000114,19,43,59,57,30,8,5,0,1,0
420940905000115,34,66,63,47,18,9,2,0,0,0
420940905000116,15,39,44,35,11,1,0,0,0,0
420940905000117,15,36,36,40,20,3,4,1,0,0
420940905000118,21,57,43,49,18,3,1,0,0,0
420940905000119,10,16,4,6,2,1,0,0,0,0
420940905000120,7,14,15,10,5,4,2,0,0,0
420940905000121,6,16,9,2,1,0,1,0,0,0
420940905000122,15,26,56,23,14,8,2,0,0,0
420940905000123,6,13,6,5,5,3,1,0,0,0
420940905000124,0,0,0,0,0,0,0,0,0,0
420940905000125,3,7,5,3,3,1,1,0,0,0
420940910000001,23,28,18,13,8,2,0,0,1,0
420940910000002,20,55,61,48,23,5,4,0,1,0
420940910000003,17,42,48,22,17,9,2,1,0,0
420940910000004,16,30,34,24,10,6,3,3,0,0
420940910000005,15,37,50,48,23,8,2,1,0,0
420940910000006,4,34,22,18,5,0,0,0,0,0
420940910000007,17,51,52,28,12,2,0,0,0,0
420940910000008,24,44,50,29,12,2,1,1,0,0
420940910000009,26,41,38,32,9,3,2,0,0,0
420940910000010,28,60,51,41,14,5,2,0,0,0
420940910000011,12,45,49,32,11,1,0,0,1,0
420940910000012,21,31,35,37,14,3,1,1,1,0
420940910000013,12,37,55,28,16,11,0,1,0,0
420940910000014,2,4,11,6,1,1,0,1,0,0
420940910000015,12,28,32,26,11,4,1,2,0,0
420940910000016,14,41,41,34,18,4,0,0,0,0
420940910000017,12,31,42,29,17,3,1,0,0,0
420940910000018,24,69,62,42,6,4,2,0,0,0
420940910000019,48,83,47,33,20,3,0,0,1,0
420940910000020,13,37,30,22,16,8,1,1,0,0
420940910000021,13,40,57,41,14,6,2,0,0,0
420940915000001,31,38,22,19,9,2,1,0,0,0
420940915000002,0,0,0,0,0,0,0,0,0,0
420940915000003,28,32,26,13,7,2,2,0,0,0
420940915000004,18,29,29,28,8,6,1,0,0,0
420940915000005,8,18,26,22,11,2,0,0,0,0
420940915000006,18,22,17,5,3,3,1,0,0,0
420940915000007,24,39,17,14,3,1,0,0,0,0
420940915000008,0,0,0,0,0,0,0,0,0,0
420945805000001,16,58,55,43,17,11,4,0,0,0
420945805000002,4,14,25,25,15,7,2,1,0,0
420945805000003,9,29,41,42,13,7,2,1,1,0
420950805000001,0,9,5,6,5,2,0,0,0,0
420950805000002,2,5,3,4,0,0,0,0,0,0
420950805000003,7,12,14,8,3,0,1,0,0,0
420950805000004,0,0,0,0,0,0,0,0,0,0
420950805000005,3,12,17,5,4,0,0,0,0,0
420950805000006,0,3,1,1,0,0,0,0,0,0
420950805000007,14,25,39,28,9,1,0,1,0,0
420950805000008,0,0,0,0,0,0,0,0,0,0
420950805000009,15,54,62,47,19,6,1,0,0,0
420950805000010,0,2,4,3,1,0,0,0,0,0
420950805000011,0,0,0,0,0,0,0,0,0,0
420950805000012,0,0,3,2,3,1,0,0,0,0
420950805000013,13,32,26,40,7,3,1,1,1,0
420950805000014,2,5,1,1,2,1,0,0,0,0
420950805000016,3,33,35,29,8,5,0,0,0,0
420950805000018,1,5,12,3,1,0,0,0,0,0
420950805000019,11,42,43,32,16,5,3,1,0,0
420950805000020,10,24,42,27,10,3,0,0,1,0
420950805000021,8,36,31,18,18,5,0,0,1,0
420950805000022,6,27,21,27,12,7,2,2,0,1
420950805000023,5,17,20,17,1,1,0,0,0,0
420950805000024,16,28,26,17,9,1,1,0,0,0
420950805000025,0,0,0,0,0,0,0,0,0,0
420950805000026,4,12,12,6,6,1,2,0,0,0
420950805000027,10,23,26,16,4,1,1,0,0,0
420950805000028,1,4,7,5,1,0,0,0,0,0
420950805000029,7,25,40,29,8,4,0,1,0,2
420950805000030,0,0,0,0,0,0,0,0,0,0
420950805000031,0,2,4,0,0,1,0,0,0,0
420950805000032,3,18,18,15,8,2,0,0,0,0
420950805000033,3,9,8,12,5,0,0,0,0,0
420950805000034,4,16,12,20,4,1,0,0,0,1
420950805000035,0,0,0,0,0,0,0,0,0,0
