Cod_setor,domi2V050,domi2V051,domi2V052,domi2V053,domi2V054,domi2V055,domi2V056,domi2V057,domi2V058,domi2V059
420420205000004,18,45,51,35,18,3,0,0,0,0
420420205000005,38,51,48,33,8,1,1,0,0,0
420420205000006,60,74,74,37,14,2,1,0,0,0
420420205000007,36,52,44,24,9,0,0,0,0,0
420420205000008,18,35,39,18,6,1,2,0,0,0
420420205000009,27,48,60,37,11,0,0,0,0,0
420420205000010,28,55,34,34,4,2,0,1,0,0
420420205000011,39,80,61,39,9,2,0,0,0,0
420420205000012,35,66,49,23,6,3,0,0,0,0
420420205000013,76,90,60,27,6,1,0,0,0,0
420420205000014,75,80,43,21,2,4,0,1,0,0
420420205000015,32,77,82,58,13,8,1,0,0,0
420420205000016,43,55,53,39,11,2,0,1,0,0
420420205000017,23,45,59,35,18,6,1,1,0,0
420420205000018,26,62,58,68,14,3,2,0,0,0
420420205000019,18,59,48,51,11,5,1,0,0,1
420420205000020,17,38,61,42,16,8,1,2,0,1
420420205000021,12,33,50,38,18,5,0,0,0,0
420420205000022,45,132,126,75,35,17,0,1,1,0
420420205000023,3,15,24,10,4,1,1,0,0,0
420420205000024,18,56,62,51,29,10,4,3,0,0
420420205000025,19,45,48,33,31,10,6,2,1,0
420420205000026,16,35,40,39,15,3,4,0,3,1
420420205000027,5,26,41,48,33,16,4,1,0,3
420420205000028,11,29,39,39,24,11,10,3,2,5
420420205000029,5,3,8,8,1,2,0,0,1,0
420420205000030,39,95,95,78,23,6,4,0,0,0
420420205000031,47,68,86,42,18,4,2,0,0,0
420420205000032,25,52,75,46,4,3,0,0,0,0
420420205000033,17,48,52,33,10,5,0,0,0,0
420420205000034,12,39,46,36,7,1,2,1,0,0
420420205000035,8,15,27,12,10,5,5,1,0,0
420420205000036,18,53,57,65,26,5,0,1,1,0
420420205000037,38,93,100,69,18,7,4,0,0,0
420420205000038,16,35,64,53,16,5,4,0,0,0
420420205000039,15,54,66,52,33,3,2,1,0,0
420420205000040,28,75,100,75,34,10,9,3,2,3
420420205000041,18,44,72,48,32,15,5,3,0,1
420420205000042,13,36,47,45,19,5,1,3,0,0
420420205000043,20,55,62,55,30,16,7,1,1,0
420420205000044,19,45,71,71,14,4,1,0,0,0
420420205000045,21,41,59,36,14,5,3,0,1,0
420420205000046,13,30,38,22,4,2,1,0,0,0
420420205000047,19,38,77,45,13,8,2,3,0,0
420420205000048,8,34,38,42,12,2,0,1,0,0
420420205000049,16,44,57,45,23,3,1,2,0,0
420420205000050,15,38,43,41,18,3,2,0,0,0
420420205000051,15,34,39,29,9,2,1,0,0,0
420420205000052,12,53,74,80,17,4,1,0,0,0
420420205000053,15,46,75,40,21,8,5,3,1,0
420420205000054,12,30,44,50,18,4,0,1,0,1
420420205000055,26,61,97,78,26,11,4,1,0,0
420420205000056,14,49,68,67,22,13,3,1,2,0
420420205000057,17,48,92,55,29,7,2,0,0,0
420420205000058,21,72,77,65,28,8,2,0,0,1
420420205000059,15,50,49,29,11,7,0,0,0,0
420420205000060,19,74,89,66,23,4,2,0,0,0
420420205000061,35,58,56,29,13,1,0,0,0,0
420420205000062,50,79,35,25,9,2,0,0,0,0
420420205000063,4,11,11,15,3,4,0,0,0,0
420420205000064,48,75,61,60,17,6,2,1,0,0
420420205000065,34,76,102,79,26,9,1,2,0,0
420420205000066,15,41,52,63,26,11,3,0,1,0
420420205000067,29,53,68,65,31,11,6,1,0,0
420420205000068,19,55,74,54,16,6,2,0,0,0
420420205000069,12,51,38,47,10,3,0,1,0,1
420420205000070,6,46,53,37,13,4,2,1,0,0
420420205000071,30,68,71,51,16,11,2,0,0,0
420420205000072,23,75,72,39,16,8,2,0,0,0
420420205000073,45,74,72,50,15,2,1,1,0,0
420420205000074,30,103,90,47,18,5,2,0,0,0
420420205000075,27,64,77,49,23,5,1,0,1,0
420420205000076,24,51,69,44,18,5,4,1,0,0
420420205000077,21,63,74,58,18,6,3,1,0,1
420420205000078,13,28,27,30,11,0,0,0,0,1
420420205000079,23,65,65,61,19,7,1,1,0,1
420420205000080,10,31,17,14,7,1,0,0,0,0
420420205000081,33,74,37,25,3,1,0,0,0,0
420420205000082,7,30,47,42,14,6,1,0,1,0
420420205000083,19,37,49,27,12,2,2,0,0,0
420420205000084,30,54,66,48,22,9,1,0,0,0
420420205000085,23,61,92,52,27,8,5,1,0,0
420420205000086,16,52,61,51,21,5,3,1,2,0
420420205000087,29,70,97,63,22,6,4,0,0,0
420420205000088,29,77,85,78,26,7,4,0,0,1
420420205000089,23,63,103,88,36,13,9,1,1,1
420420205000090,17,52,50,49,12,4,1,1,1,0
420420205000091,21,32,66,48,21,3,1,2,0,0
420420205000092,29,66,70,62,26,14,6,0,1,1
420420205000093,30,69,108,54,17,9,2,2,0,0
420420205000094,12,20,33,22,13,3,0,1,0,0
420420205000095,20,71,71,86,27,7,4,0,0,1
420420205000096,14,21,19,14,8,1,2,0,0,0
420420205000097,35,65,83,68,31,10,3,0,0,1
420420205000098,17,66,59,53,23,4,3,0,1,0
420420205000099,32,73,91,61,24,4,3,1,0,0
420420205000100,5,47,51,43,12,1,2,1,0,0
420420205000101,6,22,35,17,7,3,1,0,0,0
420420205000102,21,82,85,70,26,5,0,0,0,0
420420205000103,18,60,77,53,15,6,1,1,0,0
420420205000104,17,71,103,70,33,6,2,1,0,1
420420205000105,26,82,71,49,21,7,1,2,0,0
420420205000106,16,72,90,56,24,2,2,1,0,0
420420205000107,18,33,45,43,14,9,2,2,0,0
420420205000108,21,89,126,90,33,12,1,2,0,0
420420205000109,19,50,60,44,23,2,2,0,0,0
420420205000110,14,38,51,41,23,12,8,3,0,1
420420205000111,22,59,98,77,19,11,4,0,0,0
420420205000112,28,54,65,49,17,7,2,0,1,1
420420205000113,25,56,89,70,27,8,1,2,0,0
420420205000114,19,52,124,61,24,5,2,0,1,0
420420205000115,1,14,10,12,5,3,1,0,0,0
420420205000116,57,125,109,47,17,7,0,1,0,0
420420205000117,15,72,81,54,11,4,2,0,0,0
420420205000118,11,46,51,49,13,6,2,4,1,0
420420205000119,31,110,179,117,34,16,4,2,0,0
420420205000120,22,51,79,44,21,12,3,0,0,0
420420205000121,10,51,83,59,31,24,7,6,1,2
420420205000122,15,54,68,59,16,4,2,0,1,0
420420205000123,5,20,33,26,17,8,3,0,0,0
420420205000124,2,25,31,42,16,4,2,0,0,0
420420205000125,11,31,55,49,21,7,0,0,0,1
420420205000126,34,112,172,130,52,20,6,2,0,0
420420205000127,10,43,79,65,21,4,2,1,0,0
420420205000128,26,88,140,85,30,4,2,1,0,0
420420205000129,64,111,58,51,22,3,0,1,0,0
420420205000130,52,95,81,43,7,2,0,0,0,0
420420205000131,28,57,54,43,14,0,1,0,0,0
420420205000132,59,73,54,29,5,1,0,0,0,0
420420205000133,28,59,71,38,9,0,0,0,0,0
420420205000134,29,54,48,23,12,2,0,0,0,0
420420205000135,25,47,40,26,14,1,0,0,0,0
420420205000136,61,76,53,29,11,1,0,0,0,0
420420205000137,93,85,49,33,4,1,0,0,0,0
420420205000138,33,52,39,27,10,2,0,0,0,0
420420205000139,44,37,25,13,3,1,0,0,0,0
420420205000140,16,39,43,28,6,2,1,0,0,0
420420205000141,30,57,62,45,8,2,3,0,0,0
420420205000142,23,58,57,42,14,1,2,0,0,0
420420205000143,21,58,66,33,10,4,1,0,0,0
420420205000144,19,35,48,31,9,5,2,1,0,0
420420205000145,15,32,52,56,13,4,0,2,1,0
420420205000146,10,40,42,26,18,3,0,0,1,0
420420205000147,3,14,22,20,21,11,4,3,1,0
420420205000148,28,59,70,46,35,8,5,1,0,0
420420205000149,10,28,20,27,7,3,4,2,2,1
420420205000150,1,10,7,11,4,3,1,0,0,0
420420205000151,37,92,80,61,18,11,7,0,0,0
420420205000152,13,44,79,73,20,5,3,0,0,0
420420205000153,14,69,64,46,10,5,0,0,0,0
420420205000154,31,66,43,36,7,3,0,0,0,0
420420205000155,34,69,75,45,16,6,3,1,0,0
420420205000156,10,39,61,40,19,4,1,0,0,0
420420205000157,15,36,49,32,14,3,0,1,0,0
420420205000158,10,36,53,43,16,6,2,1,0,0
420420205000159,24,44,51,52,24,7,3,0,0,1
420420205000160,38,74,87,60,29,5,2,1,2,0
420420205000161,27,52,75,70,15,11,9,1,0,0
420420205000162,33,65,107,59,27,9,5,1,1,0
420420205000163,18,50,66,54,24,7,6,1,0,1
420420205000164,15,62,75,61,19,8,0,1,0,0
420420205000165,21,63,47,39,11,5,2,0,0,0
420420205000166,44,91,61,58,13,3,1,0,0,0
420420205000167,32,62,84,73,30,7,2,1,1,0
420420205000168,4,38,40,29,11,2,1,0,0,0
420420205000169,20,23,36,36,23,7,1,2,0,0
420420205000170,22,53,69,47,20,9,2,1,1,1
420420205000171,27,74,52,46,9,4,0,0,0,0
420420205000172,25,62,64,30,11,3,1,1,0,1
420420205000173,19,39,60,33,13,2,2,0,0,0
420420205000174,14,61,61,54,16,9,0,0,0,0
420420205000175,14,34,73,39,11,4,0,0,0,0
420420205000176,21,44,43,30,12,9,1,0,1,0
420420205000177,69,67,59,39,9,3,2,1,0,0
420420205000178,22,44,36,31,9,1,0,0,0,0
420420205000179,27,39,46,38,19,13,2,1,1,0
420420205000180,32,76,85,68,25,12,2,0,0,1
420420205000181,20,84,72,52,13,7,3,2,1,0
420420205000182,19,69,79,68,20,11,1,0,0,0
420420205000183,24,52,64,65,35,18,3,2,1,1
420420205000184,38,121,140,94,43,9,6,5,0,0
420420205000185,19,56,97,86,33,6,5,0,3,2
420420205000186,7,26,46,33,10,1,2,0,0,0
420420205000187,23,49,75,49,18,1,0,0,0,0
420420205000188,18,51,62,39,18,1,1,0,0,0
420420205000189,8,42,46,42,13,2,1,0,0,0
420420205000190,20,39,62,60,16,5,2,0,1,0
420420205000191,11,46,53,41,10,8,0,0,2,0
420420205000192,17,61,86,69,33,10,5,1,0,1
420420205000193,13,37,43,50,18,2,3,0,0,0
420420205000194,0,2,1,2,0,0,0,0,0,0
420420205000195,3,8,13,8,2,0,1,0,0,0
420420205000197,21,59,68,49,16,10,2,1,0,0
420420205000198,0,0,0,0,0,0,0,0,0,0
420420205000199,4,11,17,13,5,2,1,1,0,0
420420205000200,0,0,0,0,0,0,0,0,0,0
420420205000201,23,71,102,65,17,9,3,0,1,2
420420205000202,4,28,31,17,10,3,1,0,0,0
420420205000203,5,1,0,3,0,1,0,0,0,0
420420205000204,8,57,50,49,19,2,1,0,0,1
420420205000205,28,47,54,45,10,2,1,0,0,0
420420205000206,15,34,56,61,29,18,9,1,1,2
420420205000207,11,48,85,56,26,9,3,1,1,0
420420205000208,12,43,50,38,15,0,4,0,0,1
420420205000209,32,70,92,58,28,10,2,1,0,0
420420205000210,14,58,93,55,19,2,1,1,0,0
420420205000211,23,67,97,83,24,16,3,1,1,0
420420205000212,0,1,3,1,0,0,0,0,0,1
420420205000213,26,44,68,39,30,10,8,4,0,0
420420205000214,0,0,0,0,0,0,0,0,0,0
420420205000215,11,32,41,43,14,10,1,2,0,0
420420205000216,9,33,47,30,9,3,0,1,1,0
420420205000217,24,45,58,75,27,9,4,0,0,0
420420205000218,25,73,105,89,39,15,4,1,0,0
420420205000219,15,49,52,44,16,8,4,0,1,1
420420205000220,18,36,36,34,18,7,4,0,0,0
420420205000221,4,19,15,17,11,3,0,1,0,0
420420205000222,1,9,11,13,7,2,2,5,1,1
420420205000223,9,45,55,48,18,8,2,2,0,0
420420205000224,6,15,11,5,0,5,0,0,0,0
420420205000225,6,20,26,25,7,6,2,1,0,1
420420205000226,11,45,70,35,21,2,6,3,0,0
420420205000227,6,15,30,32,20,16,11,9,4,2
420420205000228,8,21,31,23,12,2,0,0,0,0
420420205000229,39,90,100,81,39,13,7,3,1,2
420420205000231,2,12,16,15,14,9,2,3,1,1
420420205000232,49,49,51,30,5,4,1,0,0,0
420420205000233,51,61,42,19,8,0,2,0,0,0
420420205000234,10,17,20,16,8,12,9,1,0,0
420420205000235,6,11,25,15,8,6,4,1,0,0
420420205000236,1,8,10,6,7,3,2,3,0,0
420420205000237,10,16,27,33,25,14,7,3,3,2
420420205000238,14,58,56,41,8,2,4,0,1,0
420420205000239,26,45,77,43,12,5,2,0,0,0
420420205000240,17,50,51,54,34,15,9,1,1,0
420420205000241,16,34,43,41,13,2,1,0,0,0
420420205000242,15,37,54,41,15,7,3,0,0,0
420420205000243,16,23,55,47,24,15,12,2,2,1
420420205000244,20,45,35,28,6,3,1,0,0,0
420420205000245,41,77,68,35,10,1,1,0,0,0
420420205000246,23,35,34,22,10,3,1,0,0,0
420420205000247,41,75,38,13,3,2,0,0,0,0
420420205000248,15,43,39,32,16,5,2,0,0,0
420420205000249,11,36,51,30,13,2,2,1,0,0
420420205000250,12,47,41,39,6,2,1,0,0,0
420420205000251,37,70,49,37,21,6,3,1,0,0
420420205000252,18,81,117,74,29,9,4,2,0,1
420420205000253,21,79,76,56,14,3,0,1,0,0
420420205000254,19,50,48,53,18,7,3,0,1,1
420420205000255,16,47,74,59,32,7,4,5,1,1
420420205000256,18,54,82,58,18,5,2,1,1,0
420420205000257,22,57,65,56,17,4,0,2,0,0
420420205000258,6,35,44,39,9,5,2,0,0,0
420420205000259,11,46,70,64,25,9,1,1,0,1
420420205000260,22,51,58,38,16,2,1,1,0,0
420420205000261,13,34,49,45,15,7,3,0,0,0
420420205000262,3,54,59,60,17,2,1,0,0,0
420420205000263,17,53,98,56,21,5,1,0,0,0
420420205000264,5,42,69,52,22,6,3,0,0,0
420420205000265,46,80,110,82,51,14,5,7,1,1
420420205000266,14,43,69,48,25,2,0,1,0,0
420420205000267,27,51,67,44,16,3,3,0,2,0
420420205000268,14,44,65,42,25,9,5,0,0,0
420420205000269,6,41,43,41,11,3,1,0,0,1
420420205000270,12,39,46,47,17,8,5,0,0,1
420420205000271,18,23,50,32,9,1,0,1,0,0
420420205000272,17,36,36,27,10,2,1,1,0,1
420420205000273,18,35,53,39,12,7,3,0,0,0
420420205000274,8,30,40,34,5,2,0,1,0,0
420420205000275,30,91,136,95,58,34,15,7,2,2
420420205000276,17,57,82,78,24,6,7,1,2,0
420420205000277,23,46,83,60,21,7,3,0,0,0
420420205000278,24,74,69,41,25,9,0,2,0,0
420420210000001,9,28,13,17,9,2,1,0,0,0
420420210000002,14,54,44,36,30,4,0,1,0,0
420420220000001,0,0,0,0,0,0,0,0,0,0
420420220000002,10,33,39,27,19,4,4,1,2,0
420420220000003,19,65,55,46,28,12,2,0,0,0
420420220000004,0,18,13,14,3,1,1,0,0,0
420420225000001,7,11,16,4,6,4,2,0,0,0
420420225000002,13,31,36,25,8,2,5,2,0,1
420420225000003,10,25,30,18,11,4,6,1,0,0
420420225000004,11,37,20,37,11,5,3,4,0,0
420420240000001,37,58,101,82,43,23,4,2,0,0
420420240000002,16,34,42,27,9,9,1,1,0,0
420420240000003,11,50,40,38,18,1,2,1,0,0
420420240000005,16,27,40,21,17,8,2,1,0,1
420420240000006,20,21,29,32,8,9,2,0,0,0
420420240000007,13,41,31,19,19,6,2,1,0,0
420420240000008,17,28,45,35,16,4,2,1,0,0
420420240000009,11,11,26,20,22,9,3,5,4,0
420425105000001,45,89,84,53,18,4,2,0,0,0
420425105000002,2,5,5,3,0,0,0,0,0,0
420425105000003,16,37,40,39,11,6,1,0,0,0
420425105000004,11,24,26,26,4,3,0,0,0,0
420425105000005,2,2,6,5,1,0,0,0,0,0
420425105000006,15,23,28,26,15,1,0,1,0,0
420425105000007,19,56,85,47,16,7,2,1,0,0
420425105000008,5,9,17,5,3,0,1,0,0,0
420425105000009,4,11,9,3,2,0,0,0,0,0
420425105000010,0,8,8,11,2,0,0,0,0,0
420425105000011,3,7,19,18,4,2,0,0,0,0
420425105000012,2,9,11,8,2,1,0,0,0,0
420425105000013,2,16,10,10,3,0,0,0,0,0
420425105000014,0,4,9,6,5,0,0,0,0,0
420425105000015,7,15,15,20,5,1,1,0,0,0
420425105000016,9,17,18,15,8,4,0,1,0,0
420425105000017,1,4,8,4,1,1,1,0,0,0
420425105000018,29,68,82,69,20,8,2,2,0,1
420425105000019,10,42,48,39,16,5,1,0,0,0
420425105000020,2,20,14,12,4,0,0,0,0,0
420425105000021,9,27,35,28,16,2,2,0,1,0
420425105000022,5,37,57,64,15,5,1,0,1,0
420425105000023,10,20,39,34,13,4,0,0,0,1
420425105000024,2,6,13,6,3,0,0,0,0,0
420425105000025,2,10,7,7,3,1,0,0,0,0
420425105000026,0,0,0,0,0,0,0,0,0,0
420425105000027,17,43,68,35,22,3,3,1,0,1
420425105000028,17,45,58,55,19,9,1,0,0,0
420425105000029,12,54,78,57,30,9,2,0,0,0
420425105000030,18,39,41,44,18,4,0,0,0,0
420425105000031,13,65,91,71,22,5,1,3,0,0
420425105000032,3,11,13,11,3,0,0,0,0,0
420425105000034,1,0,4,0,1,1,0,0,0,0
420425105000035,14,49,57,55,21,5,1,1,0,0
420425105000036,0,0,0,0,0,0,0,0,0,0
420425105000037,1,18,18,25,11,2,1,0,0,0
420425105000038,19,50,73,51,34,12,2,1,0,0
420425105000039,6,46,64,39,18,4,3,0,0,0
420425105000040,9,56,70,59,25,11,4,2,1,0
420425105000041,21,68,93,52,27,8,1,0,0,0
420425105000042,13,30,37,42,14,6,2,0,1,0
420430105000001,45,66,64,29,9,0,0,0,0,0
420430105000002,22,49,45,35,7,1,0,0,0,0
420430105000003,22,67,50,26,5,1,0,0,0,0
420430105000004,54,95,67,44,12,2,0,0,0,0
420430105000005,59,116,81,50,12,4,1,0,0,0
420430105000006,32,56,48,28,7,4,0,0,0,0
420430105000007,26,63,56,23,6,1,0,0,0,0
420430105000008,66,84,68,29,11,3,0,0,0,0
420430105000009,32,43,40,18,3,0,1,0,0,0
420430105000010,25,48,34,29,6,4,1,0,0,0
420430105000011,25,46,47,29,6,2,0,0,0,1
420430105000012,31,68,37,30,3,2,0,0,0,0
420430105000013,21,69,57,43,11,3,0,0,1,0
420430105000014,22,66,84,52,12,6,1,0,0,0
420430105000015,45,91,91,74,15,5,2,0,0,0
420430105000016,39,73,79,48,14,5,3,0,0,0
420430105000017,31,91,109,85,36,7,1,1,1,0
420430105000018,0,0,0,0,0,0,0,0,0,0
420430105000019,21,56,63,46,15,2,0,0,0,0
420430105000020,23,73,79,48,17,2,0,1,0,0
420430105000021,21,48,52,43,24,15,3,0,1,0
420430105000022,26,57,59,39,11,4,0,2,0,0
420430105000023,35,52,65,27,9,1,2,2,1,1
420430105000024,44,87,72,52,19,4,2,1,1,1
420430105000025,19,51,61,37,8,3,2,0,0,1
420430105000026,20,69,59,58,14,5,3,0,0,0
420430105000027,29,57,51,42,10,10,0,0,0,0
420430105000028,16,31,51,42,17,2,3,0,1,0
420430105000029,0,12,6,3,2,0,0,0,0,0
420430105000030,34,102,117,56,27,10,2,3,0,0
420430105000031,16,35,33,34,3,2,0,0,0,0
420430105000032,31,82,117,63,32,3,1,0,0,0
420430105000033,30,75,85,62,21,10,1,0,0,0
420430105000034,27,60,56,34,9,4,0,1,0,0
420430105000035,37,68,72,46,16,1,2,1,0,0
420430105000036,37,71,77,51,15,4,1,0,0,0
420430105000037,50,104,60,53,21,9,0,2,0,1
420430105000038,31,94,84,57,23,4,3,0,0,0
420430105000039,34,83,93,59,18,4,2,2,0,0
420430105000040,33,91,108,73,24,11,2,2,1,0
420430105000041,5,17,19,15,3,3,1,0,0,0
420430105000042,21,31,54,32,17,8,1,0,0,0
420430105000043,17,22,42,44,36,13,9,3,4,5
420430105000044,34,161,172,110,27,5,0,0,0,0
420430105000045,31,75,83,39,15,8,2,0,0,0
420430105000046,29,64,65,43,17,5,0,0,0,0
420430105000047,21,62,61,34,21,5,0,0,0,0
420430105000048,9,55,73,63,12,4,2,0,0,0
420430105000049,0,0,0,0,0,0,0,0,0,0
420430105000050,37,79,96,77,22,8,4,2,0,0
420430105000051,12,62,65,49,14,2,0,1,0,1
420430105000052,15,50,44,38,12,5,4,1,1,0
420430105000053,25,50,57,38,12,3,2,0,0,0
420430105000054,22,44,56,33,16,4,0,2,0,0
420430105000055,20,42,57,41,20,5,4,0,0,0
420430105000056,27,51,68,37,15,7,2,0,0,0
420430105000057,14,53,69,52,14,5,3,0,0,0
420430105000058,1,11,26,14,8,2,1,1,0,0
420430105000059,32,84,99,45,23,5,1,0,0,0
420430105000060,21,43,47,20,13,2,1,0,0,0
420430105000061,23,79,72,38,11,7,0,0,1,0
420430105000062,31,113,67,58,12,4,0,0,0,0
420430105000063,11,57,56,38,12,4,1,0,0,0
420430105000064,24,51,80,64,14,3,2,0,0,0
420430105000065,15,32,38,17,8,3,1,1,1,0
420430105000066,9,22,21,17,2,3,0,0,0,0
420430105000067,9,31,30,26,8,2,0,0,0,0
420430105000068,23,51,83,39,30,7,5,5,1,2
420430105000069,15,50,42,42,19,8,5,0,1,0
420430105000070,27,66,73,56,20,3,1,0,0,0
420430105000071,18,64,69,40,15,8,0,0,1,0
420430105000072,21,30,60,46,12,1,3,1,0,0
420430105000073,10,18,20,14,6,1,1,0,0,0
420430105000074,54,81,61,36,9,1,1,0,0,1
420430105000075,27,68,64,52,10,4,0,0,0,0
420430105000076,6,50,38,30,3,0,0,0,0,0
420430105000077,36,69,69,41,19,5,1,0,0,0
420430105000078,21,54,78,44,10,2,0,0,0,0
420430105000079,1,8,10,4,4,1,2,0,0,0
420430105000080,3,11,17,11,5,3,1,1,1,0
420430105000081,11,17,21,18,11,7,1,0,1,0
420430105000082,7,36,33,23,14,2,2,0,0,0
420430105000083,14,14,33,31,11,5,3,0,0,0
420430105000084,2,20,19,20,15,2,3,0,0,0
420430105000085,13,30,37,32,16,5,2,0,0,0
420430105000086,26,26,41,39,29,16,7,2,0,2
420430105000087,16,42,33,37,11,4,1,0,0,0
420430105000088,7,26,26,25,11,15,3,0,0,0
420430105000089,12,26,23,24,9,6,2,0,1,0
420430105000090,1,13,5,4,8,0,1,0,0,0
420430105000091,4,15,10,10,5,2,0,1,1,1
420430105000092,14,43,39,34,18,7,1,1,0,0
420430105000093,15,40,34,22,15,10,4,1,0,0
420430105000094,3,24,22,27,4,1,0,0,0,1
420430105000095,9,39,32,21,12,4,5,1,2,1
420430105000096,13,39,35,40,22,5,2,1,0,0
420430105000097,8,45,40,29,20,8,5,0,0,0
420430105000098,11,33,36,33,14,8,2,0,0,0
420430105000099,9,33,28,19,11,8,3,0,1,0
420430105000100,11,57,44,26,15,9,0,1,0,0
420430105000101,33,72,77,55,10,0,0,0,0,0
420430105000102,22,52,68,41,19,3,1,0,0,0
420430105000103,29,89,80,38,16,2,0,1,0,0
420430105000104,14,48,43,28,11,2,1,0,0,0
420430105000105,13,36,27,17,15,5,1,1,0,0
420430105000106,8,19,16,25,10,4,0,0,0,0
420430105000107,2,14,7,4,0,0,0,0,0,0
420430105000108,1,4,3,4,2,0,0,0,0,0
420430105000109,13,23,13,16,10,8,3,2,0,2
420430105000110,4,16,10,11,3,1,0,0,0,0
420430105000111,0,0,0,0,0,0,0,0,0,0
420430105000112,1,1,3,0,0,0,0,0,0,0
420430105000113,3,10,7,9,1,1,0,0,0,0
420430105000114,2,14,14,9,5,0,0,1,1,0
420430105000115,0,0,0,0,0,0,0,0,0,0
420430105000116,0,18,18,9,5,1,1,1,0,1
420430105000117,0,0,0,0,0,0,0,0,0,0
420430105000118,0,0,0,0,0,0,0,0,0,0
420430105000122,2,44,21,18,4,3,0,1,0,0
420430105000123,1,3,1,0,1,0,0,0,0,0
420430105000124,3,15,13,15,3,2,0,0,0,0
420430105000125,2,7,7,1,2,0,0,0,0,0
420430105000126,0,2,7,5,1,1,0,0,0,0
420430105000127,1,3,8,6,4,0,0,0,0,0
420430115000001,4,17,9,9,4,0,1,0,0,0
420430115000002,9,26,30,24,9,0,2,0,0,0
420430115000003,7,21,16,17,4,8,1,0,0,0
420430115000004,8,40,38,23,11,4,2,0,0,0
420430120000001,6,30,36,16,12,6,0,0,0,0
420430120000002,11,26,23,19,16,7,3,0,0,0
420430120000003,5,36,37,36,19,10,6,0,0,1
420430120000004,5,30,33,31,10,7,3,0,0,1
420430120000005,10,40,35,26,19,8,0,0,0,0
420430125000001,4,18,13,9,1,0,0,0,0,0
420430125000002,12,44,36,38,22,8,2,1,1,0
420430135000001,40,85,106,78,18,10,2,0,0,0
420430135000002,11,45,37,31,10,5,1,0,0,0
420430135000003,10,35,32,33,18,3,2,1,0,1
420430135000004,1,18,12,7,3,1,0,0,0,0
420430140000001,16,27,34,21,9,5,0,1,0,0
420430140000002,12,33,30,24,9,3,0,0,0,0
420430140000003,19,64,49,32,18,13,2,0,0,0
420430140000004,20,47,36,23,9,4,4,0,0,1
420430140000005,14,44,37,23,7,6,0,1,0,0
420430140000006,19,42,34,29,12,2,2,1,0,0
420435005000001,8,16,26,27,8,3,0,0,0,0
420435005000002,18,51,88,63,21,9,3,0,0,0
420435005000003,0,1,5,3,0,0,0,0,0,0
420435005000004,17,53,70,50,28,9,8,2,0,0
420435005000005,7,35,55,35,16,10,1,1,0,0
420435005000006,5,38,43,53,28,12,2,3,0,1
420435005000007,7,12,21,22,16,4,1,1,0,0
420435005000008,6,20,32,26,8,4,0,0,1,0
420440005000001,5,23,31,24,7,4,0,0,0,0
420440005000002,22,75,92,59,23,6,2,1,0,0
420440005000003,36,69,72,53,12,4,0,3,1,0
420440005000004,39,64,81,87,52,23,7,9,1,1
420440005000005,28,90,98,57,13,6,2,1,0,0
420440005000006,10,62,63,49,12,2,0,0,0,0
420440005000007,12,24,37,31,12,7,0,1,0,1
420440005000008,6,15,29,15,9,7,0,0,0,1
420440005000009,6,22,44,39,24,15,4,1,0,0
420440005000010,2,11,21,25,8,6,0,0,0,1
420440005000011,4,13,20,24,9,8,0,4,0,0
420440005000012,3,10,19,14,8,3,0,1,0,0
420440005000013,4,31,40,43,18,7,4,1,1,0
420440005000014,4,21,28,32,22,9,5,2,0,0
420440005000015,7,14,18,14,7,3,1,0,0,0
420440005000016,6,32,39,33,18,4,1,0,1,0
420440005000017,6,35,55,45,22,11,1,2,0,0
420440005000018,17,67,75,68,17,6,2,3,1,1
420440005000019,6,11,14,9,4,1,0,0,0,0
420440005000020,1,0,1,3,0,0,0,0,0,0
420440005000021,1,4,6,5,1,3,1,0,0,0
420440005000022,0,0,0,0,0,0,0,0,0,0
420440005000023,1,5,7,1,4,3,1,0,0,0
420440005000024,0,0,0,0,0,0,0,0,0,0
420440005000025,3,1,1,0,1,0,0,0,0,0
420440005000026,0,3,3,2,0,0,0,0,0,0
420440005000027,2,0,4,3,0,1,1,0,0,0
420440005000028,0,0,0,0,0,0,0,0,0,0
420445905000001,29,43,61,54,19,10,1,0,1,0
420445905000002,23,34,52,48,21,7,5,2,1,0
420445905000003,17,33,59,43,23,10,3,1,0,0
420445905000004,5,19,34,24,16,4,2,1,0,0
420445905000005,1,5,6,14,4,2,1,0,0,0
420450905000001,2,10,7,5,2,3,0,0,0,0
420450905000002,2,25,15,13,9,4,2,1,0,1
420450905000003,7,17,26,23,11,3,0,3,2,0
420450905000004,18,49,55,45,19,8,2,0,0,0
420450905000005,5,15,18,8,4,1,0,0,0,0
420450905000006,18,74,98,90,33,9,8,0,1,2
420450905000007,9,37,27,12,15,8,4,1,1,0
420450905000008,4,7,7,7,3,0,0,0,0,0
420450905000009,25,57,76,59,23,7,1,0,0,0
420450905000010,3,11,4,5,3,2,2,0,0,0
420450905000011,5,17,16,19,5,1,1,0,0,0
420450905000012,3,6,2,7,0,0,0,0,0,0
420450905000014,9,8,16,5,3,3,2,0,0,0
420450905000015,27,51,60,56,24,8,0,2,0,0
420450905000016,8,24,27,29,16,6,1,1,0,0
420450905000017,18,43,23,16,10,5,2,1,0,0
420450905000018,16,39,40,35,22,13,9,2,1,2
