Cod_setor,NM_MUNICIP,areametros
420290905000112,BRUSQUE,740361
420290905000113,BRUSQUE,510794
420290905000114,BRUSQUE,1615475
420290905000115,BRUSQUE,278863
420290905000116,BRUSQUE,1045590
420290905000117,BRUSQUE,1058189
420290905000118,BRUSQUE,1332438
420290905000119,BRUSQUE,1142790
420300605000001,CAÇADOR,320770
420300605000002,CAÇADOR,214382
420300605000003,CAÇADOR,230868
420300605000004,CAÇADOR,247946
420300605000005,CAÇADOR,311271
420300605000006,CAÇADOR,163929
420300605000007,CAÇADOR,197143
420300605000008,CAÇADOR,782467
420300605000020,CAÇADOR,438125
420300605000021,CAÇADOR,342355
420300605000022,CAÇADOR,514914
420300605000023,CAÇADOR,237026
420300605000024,CAÇADOR,322543
420300605000025,CAÇADOR,278415
420300605000026,CAÇADOR,611910
420300605000027,CAÇADOR,1105790
420300605000028,CAÇADOR,163437
420300605000029,CAÇADOR,158222
420300605000030,CAÇADOR,295295
420300605000031,CAÇADOR,421587
420300605000032,CAÇADOR,182297
420300605000033,CAÇADOR,345714
420300605000034,CAÇADOR,1412350
420300605000035,CAÇADOR,1294243
420300605000036,CAÇADOR,210089
420300605000037,CAÇADOR,1826073
420300605000038,CAÇADOR,2366195
420300605000039,CAÇADOR,6783696
420300605000040,CAÇADOR,1604266
420300605000041,CAÇADOR,149437
420300605000042,CAÇADOR,201999
420300605000043,CAÇADOR,665148
420300605000044,CAÇADOR,448693
420300605000045,CAÇADOR,1013661
420300605000046,CAÇADOR,604831
420300605000047,CAÇADOR,1185843
420300605000048,CAÇADOR,753332
420300605000049,CAÇADOR,2296502
420300605000050,CAÇADOR,716186
420300605000051,CAÇADOR,2568698
420300605000052,CAÇADOR,156554
420300605000053,CAÇADOR,625942
420300605000054,CAÇADOR,222565
420300605000055,CAÇADOR,242104
420300605000056,CAÇADOR,393689
420300605000057,CAÇADOR,2036658
420300605000058,CAÇADOR,78083
420300605000059,CAÇADOR,340159
420300605000060,CAÇADOR,58501
420300605000061,CAÇADOR,137168
420300605000062,CAÇADOR,764733
420300605000063,CAÇADOR,246747
420300605000064,CAÇADOR,455715
420300605000065,CAÇADOR,1217984
420300605000066,CAÇADOR,51776214
420300605000067,CAÇADOR,38860270
420300605000068,CAÇADOR,83807172
420300605000069,CAÇADOR,15693940
420300605000070,CAÇADOR,49987548
420300605000071,CAÇADOR,57847425
420300605000072,CAÇADOR,54633167
420300605000073,CAÇADOR,116990515
420300605000074,CAÇADOR,38066921
420300605000075,CAÇADOR,42422314
420300615000001,CAÇADOR,1940289
420300615000002,CAÇADOR,112206981
420300615000003,CAÇADOR,95302168
420300615000004,CAÇADOR,160405533
420300615000005,CAÇADOR,6358893
420300615000006,CAÇADOR,10936661
420300615000007,CAÇADOR,2765233
420310505000001,CAIBI,173113
420310505000002,CAIBI,422417
420310505000003,CAIBI,937651
420310505000004,CAIBI,2152544
420315405000006,CALMON,322880772
420315405000007,CALMON,3306179
420320405000001,CAMBORIÚ,155924
420320405000002,CAMBORIÚ,111528
420320405000003,CAMBORIÚ,162711
420320405000004,CAMBORIÚ,95551
420320405000005,CAMBORIÚ,113085
420320405000006,CAMBORIÚ,77178
420320405000007,CAMBORIÚ,156912
420320405000008,CAMBORIÚ,56175
420320405000009,CAMBORIÚ,196299
420320405000010,CAMBORIÚ,3269132
420320405000011,CAMBORIÚ,507783
420320405000012,CAMBORIÚ,810275
420320405000013,CAMBORIÚ,2778930
420320405000014,CAMBORIÚ,516131
420320405000015,CAMBORIÚ,715373
420320405000016,CAMBORIÚ,150719
420320405000017,CAMBORIÚ,76317
420320405000018,CAMBORIÚ,237580
420320405000019,CAMBORIÚ,121545
420320405000020,CAMBORIÚ,3710848
420320405000021,CAMBORIÚ,2138906
420320405000022,CAMBORIÚ,155238
420320405000023,CAMBORIÚ,85057
420320405000024,CAMBORIÚ,133919
420320405000025,CAMBORIÚ,350260
420320405000026,CAMBORIÚ,139341
420320405000027,CAMBORIÚ,109593
420320405000028,CAMBORIÚ,100582
420320405000029,CAMBORIÚ,104416
420320405000030,CAMBORIÚ,147095
420320405000031,CAMBORIÚ,353403
420320405000032,CAMBORIÚ,142111
420320405000033,CAMBORIÚ,1118534
420320405000034,CAMBORIÚ,6700271
420320405000035,CAMBORIÚ,30621593
420320405000036,CAMBORIÚ,59014854
420320405000037,CAMBORIÚ,59353248
420320405000038,CAMBORIÚ,10649225
420320405000039,CAMBORIÚ,14905426
420320405000040,CAMBORIÚ,63905
420320405000041,CAMBORIÚ,178922
420320405000042,CAMBORIÚ,221357
420320405000043,CAMBORIÚ,316402
420320405000044,CAMBORIÚ,258416
420320405000045,CAMBORIÚ,175225
420320405000046,CAMBORIÚ,514890
420320405000047,CAMBORIÚ,991941
420320405000048,CAMBORIÚ,119118
420320405000049,CAMBORIÚ,218044
420320410000001,CAMBORIÚ,60554
420320410000002,CAMBORIÚ,70864
420320410000003,CAMBORIÚ,106721
420320410000004,CAMBORIÚ,100316
420320410000005,CAMBORIÚ,167288
420320410000006,CAMBORIÚ,310246
420320410000007,CAMBORIÚ,353189
420320410000008,CAMBORIÚ,97118
420320410000009,CAMBORIÚ,115408
420320410000010,CAMBORIÚ,133475
420320410000011,CAMBORIÚ,337683
420320410000012,CAMBORIÚ,42584
420320410000013,CAMBORIÚ,1418496
420320410000014,CAMBORIÚ,130720
420320410000015,CAMBORIÚ,118916
420320410000016,CAMBORIÚ,82118
420320410000017,CAMBORIÚ,80981
420320410000018,CAMBORIÚ,151042
420320410000019,CAMBORIÚ,109907
420320410000020,CAMBORIÚ,87955
420320410000021,CAMBORIÚ,214962
420320410000022,CAMBORIÚ,126334
420320410000023,CAMBORIÚ,96181
420320410000024,CAMBORIÚ,117155
420320410000025,CAMBORIÚ,4012767
420320410000026,CAMBORIÚ,62260
420320410000027,CAMBORIÚ,46318
420320410000028,CAMBORIÚ,60715
420320410000029,CAMBORIÚ,189954
420320410000030,CAMBORIÚ,41810
420325305000001,CAPÃO ALTO,1947894
420325305000002,CAPÃO ALTO,81617465
420325305000003,CAPÃO ALTO,80541816
420325305000004,CAPÃO ALTO,78005285
420325305000005,CAPÃO ALTO,124923076
420325305000006,CAPÃO ALTO,159550910
420325305000007,CAPÃO ALTO,329958926
420325305000008,CAPÃO ALTO,195218762
420325305000009,CAPÃO ALTO,210629405
420325305000010,CAPÃO ALTO,72427727
420330305000001,CAMPO ALEGRE,297175
420330305000002,CAMPO ALEGRE,317965
420330305000003,CAMPO ALEGRE,343384
420330305000004,CAMPO ALEGRE,672909
420330305000005,CAMPO ALEGRE,528278
420330305000006,CAMPO ALEGRE,597077
420330305000007,CAMPO ALEGRE,583293
420330305000008,CAMPO ALEGRE,814503
420330305000009,CAMPO ALEGRE,1285584
420330305000010,CAMPO ALEGRE,770639
420330305000011,CAMPO ALEGRE,143317
420330305000012,CAMPO ALEGRE,360116
420330305000013,CAMPO ALEGRE,917234
420330305000014,CAMPO ALEGRE,3179357
420330305000015,CAMPO ALEGRE,222149
420330305000016,CAMPO ALEGRE,41784065
420330305000017,CAMPO ALEGRE,39260250
420330305000018,CAMPO ALEGRE,25392048
420330305000019,CAMPO ALEGRE,22809485
420330305000020,CAMPO ALEGRE,25849791
420330305000021,CAMPO ALEGRE,33933086
420330305000022,CAMPO ALEGRE,25034000
420330305000023,CAMPO ALEGRE,9810002
420330305000024,CAMPO ALEGRE,4249429
420330305000025,CAMPO ALEGRE,628149
420330305000026,CAMPO ALEGRE,608288
420330305000027,CAMPO ALEGRE,444448
420330305000028,CAMPO ALEGRE,94961
420330305000029,CAMPO ALEGRE,153510
420330305000030,CAMPO ALEGRE,373987
420330305000031,CAMPO ALEGRE,337880
420330305000032,CAMPO ALEGRE,60097
420330310000001,CAMPO ALEGRE,914681
420330310000002,CAMPO ALEGRE,742452
420330310000003,CAMPO ALEGRE,22289883
420330310000004,CAMPO ALEGRE,20453533
420330310000005,CAMPO ALEGRE,20336146
420330310000006,CAMPO ALEGRE,34734120
420330310000007,CAMPO ALEGRE,70940310
420330310000008,CAMPO ALEGRE,39673524
420330310000009,CAMPO ALEGRE,39399147
420330310000010,CAMPO ALEGRE,3451087
420330315000001,CAMPO ALEGRE,1017216
420330315000002,CAMPO ALEGRE,1268308
420330315000003,CAMPO ALEGRE,116564
420330315000004,CAMPO ALEGRE,1875244
420340205000001,CAMPO BELO DO SUL,486457
420340205000002,CAMPO BELO DO SUL,1153245
420340205000003,CAMPO BELO DO SUL,825516
420340205000004,CAMPO BELO DO SUL,181993
420340205000005,CAMPO BELO DO SUL,419500
420340205000006,CAMPO BELO DO SUL,263070125
420340205000007,CAMPO BELO DO SUL,158905295
420340205000008,CAMPO BELO DO SUL,106809857
420340205000009,CAMPO BELO DO SUL,78821470
420340205000010,CAMPO BELO DO SUL,80707416
420340205000011,CAMPO BELO DO SUL,82533831
420340205000012,CAMPO BELO DO SUL,46348508
420340205000013,CAMPO BELO DO SUL,124710391
420340205000014,CAMPO BELO DO SUL,52921069
420340205000015,CAMPO BELO DO SUL,28948643
420350105000001,CAMPO ERÊ,656091
420350105000002,CAMPO ERÊ,352923
420350105000003,CAMPO ERÊ,381061
420350105000004,CAMPO ERÊ,700011
420350105000005,CAMPO ERÊ,414397
420350105000006,CAMPO ERÊ,623613
420350105000007,CAMPO ERÊ,1150355
420350105000008,CAMPO ERÊ,212031
420350105000009,CAMPO ERÊ,57379507
420360005000002,CAMPOS NOVOS,24609
420360005000003,CAMPOS NOVOS,154690
420360005000004,CAMPOS NOVOS,329224
420360005000005,CAMPOS NOVOS,28123
420360005000006,CAMPOS NOVOS,92006
420360005000007,CAMPOS NOVOS,175600
420360005000008,CAMPOS NOVOS,130426
420360005000009,CAMPOS NOVOS,38585
420360005000010,CAMPOS NOVOS,525917
420360005000011,CAMPOS NOVOS,300328
420360005000012,CAMPOS NOVOS,375304
420360005000013,CAMPOS NOVOS,153428
420360005000014,CAMPOS NOVOS,68832
420360005000015,CAMPOS NOVOS,347709
420360005000016,CAMPOS NOVOS,576438
420360005000017,CAMPOS NOVOS,628872
420360005000018,CAMPOS NOVOS,235657
420360005000019,CAMPOS NOVOS,149633
420360005000020,CAMPOS NOVOS,143348
420360005000021,CAMPOS NOVOS,287685
420360005000022,CAMPOS NOVOS,1188841
420360005000023,CAMPOS NOVOS,1715174
420360005000024,CAMPOS NOVOS,808434
420360005000025,CAMPOS NOVOS,136521
420360005000026,CAMPOS NOVOS,945861
420360005000027,CAMPOS NOVOS,100013
420360005000028,CAMPOS NOVOS,114598
420360005000029,CAMPOS NOVOS,167000
420360005000030,CAMPOS NOVOS,27438
420360005000031,CAMPOS NOVOS,2235282
420360005000032,CAMPOS NOVOS,289498
420360005000033,CAMPOS NOVOS,169891
420360005000034,CAMPOS NOVOS,626350
420360005000035,CAMPOS NOVOS,113062
420360005000036,CAMPOS NOVOS,65957
420360005000037,CAMPOS NOVOS,147454
420360005000038,CAMPOS NOVOS,524988
420360005000039,CAMPOS NOVOS,183179
420360005000040,CAMPOS NOVOS,162023932
420360005000041,CAMPOS NOVOS,161184853
420360005000042,CAMPOS NOVOS,97322285
420360005000043,CAMPOS NOVOS,29937762
420360005000044,CAMPOS NOVOS,115893811
420360005000045,CAMPOS NOVOS,2667512
420360010000001,CAMPOS NOVOS,653006
420360010000002,CAMPOS NOVOS,99782924
420360015000001,CAMPOS NOVOS,311804
420360015000002,CAMPOS NOVOS,33422369
420360015000003,CAMPOS NOVOS,66417474
420360017000001,CAMPOS NOVOS,124599
420360017000002,CAMPOS NOVOS,151957035
420360017000003,CAMPOS NOVOS,11471118
420360017000004,CAMPOS NOVOS,103774227
420360017000005,CAMPOS NOVOS,90794085
420360020000001,CAMPOS NOVOS,169911
420360020000002,CAMPOS NOVOS,100581617
420360023000001,CAMPOS NOVOS,2022692
420360023000002,CAMPOS NOVOS,175602958
420360026000001,CAMPOS NOVOS,420300
420360026000002,CAMPOS NOVOS,50218030
420360026000003,CAMPOS NOVOS,55802198
420360026000004,CAMPOS NOVOS,6213855
420360045000001,CAMPOS NOVOS,175502
420360045000002,CAMPOS NOVOS,6345326
420360045000003,CAMPOS NOVOS,38507679
420360045000004,CAMPOS NOVOS,3315204
420360045000005,CAMPOS NOVOS,131215837
420360045000006,CAMPOS NOVOS,5173455
420370905000001,CANELINHA,1855089
420370905000002,CANELINHA,2191409
420370905000003,CANELINHA,271447
420370905000004,CANELINHA,1884348
420370905000005,CANELINHA,1255235
420370905000006,CANELINHA,852815
420370905000007,CANELINHA,2111001
420370905000008,CANELINHA,428318
420370905000009,CANELINHA,27642677
420370905000010,CANELINHA,7451152
420370905000011,CANELINHA,10836220
420370905000012,CANELINHA,16841008
420370905000013,CANELINHA,15968052
420370905000014,CANELINHA,30185761
420370905000015,CANELINHA,26251496
420370905000016,CANELINHA,476748
420370905000017,CANELINHA,3628688
420370905000018,CANELINHA,2476556
420370905000019,CANELINHA,8608
420380805000001,CANOINHAS,320099
420380805000002,CANOINHAS,505851
420380805000003,CANOINHAS,317068
420380805000004,CANOINHAS,213090
420380805000005,CANOINHAS,338482
420380805000006,CANOINHAS,237638
420380805000007,CANOINHAS,241570
420380805000008,CANOINHAS,249773
420380805000009,CANOINHAS,246675
420380805000010,CANOINHAS,278355
420380805000011,CANOINHAS,288832
420380805000012,CANOINHAS,857914
420380805000013,CANOINHAS,1255190
420380805000014,CANOINHAS,522346
420380805000015,CANOINHAS,225262
420380805000016,CANOINHAS,245933
420380805000017,CANOINHAS,267091
420380805000018,CANOINHAS,249784
420380805000019,CANOINHAS,175514
420380805000020,CANOINHAS,206083
420380805000021,CANOINHAS,125543
420380805000022,CANOINHAS,1048878
420380805000023,CANOINHAS,355398
420380805000024,CANOINHAS,292108
420380805000025,CANOINHAS,85291
420380805000026,CANOINHAS,558922
420380805000027,CANOINHAS,795956
420380805000028,CANOINHAS,59400
420380805000029,CANOINHAS,622208
420380805000030,CANOINHAS,475370
420380805000031,CANOINHAS,188348
420380805000032,CANOINHAS,370096
420380805000033,CANOINHAS,1254009
420380805000034,CANOINHAS,404631
420380805000035,CANOINHAS,176170
420380805000036,CANOINHAS,119879
420380805000037,CANOINHAS,286967
420380805000038,CANOINHAS,61951
420380805000039,CANOINHAS,981438
420380805000040,CANOINHAS,179121
420380805000041,CANOINHAS,353907
420380805000042,CANOINHAS,13861676
420380805000043,CANOINHAS,10402818
420380805000044,CANOINHAS,8641799
420380805000045,CANOINHAS,22940380
420380805000046,CANOINHAS,20033279
420380805000047,CANOINHAS,22742791
420380805000048,CANOINHAS,27209893
420380805000049,CANOINHAS,54333097
420380805000050,CANOINHAS,227745
420380805000051,CANOINHAS,305827
420380805000052,CANOINHAS,318147
420380812000001,CANOINHAS,879647
420380812000002,CANOINHAS,278115
420380812000003,CANOINHAS,115037
420380812000004,CANOINHAS,360382
420380812000005,CANOINHAS,257393
420380812000006,CANOINHAS,188699
420380812000007,CANOINHAS,144952
420380812000008,CANOINHAS,1140017
420380812000009,CANOINHAS,1362092
420380812000010,CANOINHAS,337631
420380812000011,CANOINHAS,335800
420380812000012,CANOINHAS,1833724
420380812000013,CANOINHAS,1048784
420380812000014,CANOINHAS,113416
420380812000015,CANOINHAS,285673
420380812000016,CANOINHAS,116620
420380812000017,CANOINHAS,112351
420380812000018,CANOINHAS,401367
420380812000019,CANOINHAS,445453
420380812000020,CANOINHAS,19614475
420380812000021,CANOINHAS,31157031
420380812000022,CANOINHAS,33113322
420380812000023,CANOINHAS,31108657
420380812000024,CANOINHAS,1814048
420380812000025,CANOINHAS,729943
420380812000026,CANOINHAS,372405
420380812000027,CANOINHAS,953014
420380815000001,CANOINHAS,2445703
420380815000002,CANOINHAS,56667920
420380815000003,CANOINHAS,76469982
420380815000004,CANOINHAS,41290313
420380815000005,CANOINHAS,37300114
420380820000001,CANOINHAS,527783
420380820000002,CANOINHAS,941652
420380820000003,CANOINHAS,45820391
420380820000004,CANOINHAS,26528345
420380825000001,CANOINHAS,912817
420380825000002,CANOINHAS,53120506
420380825000003,CANOINHAS,50056324
420380825000004,CANOINHAS,18678743
420380825000005,CANOINHAS,49658676
420380830000001,CANOINHAS,1961779
420380830000002,CANOINHAS,26497983
420380830000003,CANOINHAS,43942782
420380830000004,CANOINHAS,30902632
420380830000005,CANOINHAS,17155346
420380830000006,CANOINHAS,20685347
420380830000007,CANOINHAS,45477852
420380830000008,CANOINHAS,81341172
420380830000009,CANOINHAS,52178394
420380830000010,CANOINHAS,33307857
420390705000001,CAPINZAL,157785
420390705000002,CAPINZAL,100579
420390705000003,CAPINZAL,107834
420390705000004,CAPINZAL,867361
420390705000005,CAPINZAL,372486
420390705000006,CAPINZAL,248416
420390705000007,CAPINZAL,2724543
420390705000008,CAPINZAL,503834
420390705000009,CAPINZAL,2020265
420390705000010,CAPINZAL,96965
420390705000011,CAPINZAL,240677
420390705000012,CAPINZAL,1457548
420390705000013,CAPINZAL,352677
420390705000014,CAPINZAL,213123
420390705000015,CAPINZAL,3247865
420390705000016,CAPINZAL,700305
420390705000017,CAPINZAL,2726216
420390705000018,CAPINZAL,234674
420390705000019,CAPINZAL,1787597
420390705000020,CAPINZAL,875871
420390705000021,CAPINZAL,298929
420390705000022,CAPINZAL,121457
420390705000023,CAPINZAL,1561200
420390705000024,CAPINZAL,571404
420390705000025,CAPINZAL,387151
420390705000026,CAPINZAL,5109117
420390705000027,CAPINZAL,64805959
420390705000028,CAPINZAL,72109323
420390705000029,CAPINZAL,1819190
420390710000001,CAPINZAL,412720
420390710000002,CAPINZAL,481340
420390710000003,CAPINZAL,30043540
420390710000004,CAPINZAL,16203559
420390710000005,CAPINZAL,31067925
420395605000001,CAPIVARI DE BAIXO,321543
420395605000002,CAPIVARI DE BAIXO,202190
420395605000003,CAPIVARI DE BAIXO,811987
420395605000004,CAPIVARI DE BAIXO,120427
420395605000005,CAPIVARI DE BAIXO,141723
420395605000006,CAPIVARI DE BAIXO,135468
420395605000007,CAPIVARI DE BAIXO,229700
420395605000008,CAPIVARI DE BAIXO,233216
420395605000009,CAPIVARI DE BAIXO,181165
420395605000010,CAPIVARI DE BAIXO,224224
420395605000011,CAPIVARI DE BAIXO,958214
420395605000012,CAPIVARI DE BAIXO,3024753
420395605000013,CAPIVARI DE BAIXO,150028
420395605000014,CAPIVARI DE BAIXO,166694
420395605000015,CAPIVARI DE BAIXO,149021
420395605000026,CAPIVARI DE BAIXO,67579
420400405000001,CATANDUVAS,329014
420400405000002,CATANDUVAS,471356
420400405000003,CATANDUVAS,410136
420400405000004,CATANDUVAS,304538
420400405000005,CATANDUVAS,240215
420400405000006,CATANDUVAS,110285
420400405000007,CATANDUVAS,1361864
420400405000008,CATANDUVAS,2659313
420400405000009,CATANDUVAS,144871
420400405000010,CATANDUVAS,230104
420400405000011,CATANDUVAS,373623
420400405000012,CATANDUVAS,96141080
420400405000013,CATANDUVAS,93799431
420400405000014,CATANDUVAS,592293
420410305000001,CAXAMBU DO SUL,437760
420410305000002,CAXAMBU DO SUL,473050
420410305000003,CAXAMBU DO SUL,1787845
420410305000004,CAXAMBU DO SUL,25844356
420410305000005,CAXAMBU DO SUL,26495551
420410305000006,CAXAMBU DO SUL,23520329
420410305000007,CAXAMBU DO SUL,23806110
420410305000008,CAXAMBU DO SUL,15702739
420410305000009,CAXAMBU DO SUL,22653949
420415205000001,CELSO RAMOS,863276
420415205000002,CELSO RAMOS,36350913
420415205000003,CELSO RAMOS,48985437
420415205000004,CELSO RAMOS,47313704
420415205000005,CELSO RAMOS,25049644
420415205000006,CELSO RAMOS,23545682
420415205000007,CELSO RAMOS,24654596
420415205000008,CELSO RAMOS,755246
420415205000009,CELSO RAMOS,593947
420417805000001,CERRO NEGRO,976146
420417805000002,CERRO NEGRO,46213426
420417805000003,CERRO NEGRO,131687822
420417805000004,CERRO NEGRO,77542687
420417805000005,CERRO NEGRO,51604807
420417805000006,CERRO NEGRO,33684293
420417805000007,CERRO NEGRO,18552085
420417805000008,CERRO NEGRO,27848461
420417805000009,CERRO NEGRO,28892467
420419405000001,CHAPADÃO DO LAGEADO,874820
420419405000002,CHAPADÃO DO LAGEADO,37450589
420419405000003,CHAPADÃO DO LAGEADO,15153160
420419405000004,CHAPADÃO DO LAGEADO,24706273
420419405000005,CHAPADÃO DO LAGEADO,3293
420419405000006,CHAPADÃO DO LAGEADO,116510
420419405000007,CHAPADÃO DO LAGEADO,23056907
420419405000008,CHAPADÃO DO LAGEADO,23359678
420420205000001,CHAPECÓ,139748
420420205000002,CHAPECÓ,118289
420420205000003,CHAPECÓ,125568
420420205000004,CHAPECÓ,268263
420420205000005,CHAPECÓ,144044
420420205000006,CHAPECÓ,71914
420420205000007,CHAPECÓ,70978
420420205000008,CHAPECÓ,81818
420420205000009,CHAPECÓ,68978
420420205000010,CHAPECÓ,77957
420420205000011,CHAPECÓ,101011
420420205000012,CHAPECÓ,92268
420420205000013,CHAPECÓ,70831
420420205000014,CHAPECÓ,60138
420420205000015,CHAPECÓ,105736
420420205000016,CHAPECÓ,106573
420420205000017,CHAPECÓ,105592
420420205000018,CHAPECÓ,128296
420420205000019,CHAPECÓ,118606
420420205000020,CHAPECÓ,143595
420420205000021,CHAPECÓ,164880
420420205000022,CHAPECÓ,309424
420420205000023,CHAPECÓ,150859
420420205000024,CHAPECÓ,194369
420420205000025,CHAPECÓ,78599
420420205000026,CHAPECÓ,109388
420420205000027,CHAPECÓ,84522
420420205000028,CHAPECÓ,117451
420420205000029,CHAPECÓ,141096
420420205000030,CHAPECÓ,210291
420420205000031,CHAPECÓ,180756
420420205000032,CHAPECÓ,124404
420420205000033,CHAPECÓ,112093
420420205000034,CHAPECÓ,99868
420420205000035,CHAPECÓ,146829
420420205000036,CHAPECÓ,191531
420420205000037,CHAPECÓ,372044
420420205000038,CHAPECÓ,239914
420420205000039,CHAPECÓ,187717
420420205000040,CHAPECÓ,479166
420420205000041,CHAPECÓ,182251
420420205000042,CHAPECÓ,253218
420420205000043,CHAPECÓ,239315
420420205000044,CHAPECÓ,182255
420420205000045,CHAPECÓ,368486
420420205000046,CHAPECÓ,255203
420420205000047,CHAPECÓ,103480
420420205000048,CHAPECÓ,82411
420420205000049,CHAPECÓ,116333
420420205000050,CHAPECÓ,125294
420420205000051,CHAPECÓ,123120
420420205000052,CHAPECÓ,490958
420420205000053,CHAPECÓ,390834
420420205000054,CHAPECÓ,244404
420420205000055,CHAPECÓ,242124
420420205000056,CHAPECÓ,132967
420420205000057,CHAPECÓ,119241
420420205000058,CHAPECÓ,139570
420420205000059,CHAPECÓ,146773
420420205000060,CHAPECÓ,308459
420420205000061,CHAPECÓ,94739
420420205000062,CHAPECÓ,94041
420420205000063,CHAPECÓ,208545
420420205000064,CHAPECÓ,109280
420420205000065,CHAPECÓ,514660
420420205000066,CHAPECÓ,264324
420420205000067,CHAPECÓ,126036
420420205000068,CHAPECÓ,101850
420420205000069,CHAPECÓ,275343
420420205000070,CHAPECÓ,96800
420420205000071,CHAPECÓ,90805
420420205000072,CHAPECÓ,134267
420420205000073,CHAPECÓ,100719
420420205000074,CHAPECÓ,141419
420420205000075,CHAPECÓ,189801
420420205000076,CHAPECÓ,97206
420420205000077,CHAPECÓ,111234
420420205000078,CHAPECÓ,152129
420420205000079,CHAPECÓ,199089
420420205000080,CHAPECÓ,134368
420420205000081,CHAPECÓ,410263
420420205000082,CHAPECÓ,310360
420420205000083,CHAPECÓ,150021
420420205000084,CHAPECÓ,192019
420420205000085,CHAPECÓ,147269
420420205000086,CHAPECÓ,203444
420420205000087,CHAPECÓ,164146
420420205000088,CHAPECÓ,291439
420420205000089,CHAPECÓ,395566
420420205000090,CHAPECÓ,116597
420420205000091,CHAPECÓ,113993
420420205000092,CHAPECÓ,336516
420420205000093,CHAPECÓ,291227
420420205000094,CHAPECÓ,247361
420420205000095,CHAPECÓ,240319
420420205000096,CHAPECÓ,933132
420420205000097,CHAPECÓ,163080
420420205000098,CHAPECÓ,61765
420420205000099,CHAPECÓ,136802
420420205000100,CHAPECÓ,90345
420420205000101,CHAPECÓ,220887
420420205000102,CHAPECÓ,122913
420420205000103,CHAPECÓ,163862
420420205000104,CHAPECÓ,121685
420420205000105,CHAPECÓ,306209
420420205000106,CHAPECÓ,167974
420420205000107,CHAPECÓ,201471
420420205000108,CHAPECÓ,872228
420420205000109,CHAPECÓ,1336329
420420205000110,CHAPECÓ,210939
420420205000111,CHAPECÓ,260534
420420205000112,CHAPECÓ,98492
420420205000113,CHAPECÓ,742689
420420205000114,CHAPECÓ,189878
420420205000115,CHAPECÓ,1116557
420420205000116,CHAPECÓ,223656
420420205000117,CHAPECÓ,356923
420420205000118,CHAPECÓ,218622
420420205000119,CHAPECÓ,619455
420420205000120,CHAPECÓ,108042
420420205000121,CHAPECÓ,267764
420420205000122,CHAPECÓ,186837
420420205000134,CHAPECÓ,73523
420420205000135,CHAPECÓ,118586
420420205000136,CHAPECÓ,75518
420420205000137,CHAPECÓ,41527
420420205000138,CHAPECÓ,105685
420420205000139,CHAPECÓ,86062
420420205000140,CHAPECÓ,39891
420420205000141,CHAPECÓ,97294
420420205000142,CHAPECÓ,109133
420420205000143,CHAPECÓ,103669
420420205000144,CHAPECÓ,109458
420420205000145,CHAPECÓ,118600
420420205000146,CHAPECÓ,156790
420420205000147,CHAPECÓ,77806
420420205000148,CHAPECÓ,80382
420420205000149,CHAPECÓ,66864
420420205000150,CHAPECÓ,18716
420420205000151,CHAPECÓ,308248
420420205000152,CHAPECÓ,212311
420420205000153,CHAPECÓ,152449
420420205000154,CHAPECÓ,113596
420420205000155,CHAPECÓ,184916
420420205000156,CHAPECÓ,433506
420420205000157,CHAPECÓ,83372
420420205000158,CHAPECÓ,221158
420420205000159,CHAPECÓ,168104
420420205000160,CHAPECÓ,164994
420420205000161,CHAPECÓ,153155
420420205000162,CHAPECÓ,226584
420420205000163,CHAPECÓ,168664
420420205000164,CHAPECÓ,116521
420420205000165,CHAPECÓ,150692
420420205000166,CHAPECÓ,158777
420420205000167,CHAPECÓ,226111
420420205000168,CHAPECÓ,92878
420420205000169,CHAPECÓ,150400
420420205000170,CHAPECÓ,88265
420420205000171,CHAPECÓ,146816
420420205000172,CHAPECÓ,102776
420420205000173,CHAPECÓ,104493
420420205000174,CHAPECÓ,92796
420420205000175,CHAPECÓ,112751
420420205000176,CHAPECÓ,104988
420420205000177,CHAPECÓ,125332
420420205000178,CHAPECÓ,97029
420420205000179,CHAPECÓ,125290
420420205000180,CHAPECÓ,160571
420420205000181,CHAPECÓ,96821
420420205000182,CHAPECÓ,151067
420420205000183,CHAPECÓ,254723
420420205000184,CHAPECÓ,299595
420420205000185,CHAPECÓ,148249
420420205000186,CHAPECÓ,217061
420420205000187,CHAPECÓ,85271
420420205000188,CHAPECÓ,124196
420420205000189,CHAPECÓ,66380
420420205000190,CHAPECÓ,208311
420420205000191,CHAPECÓ,71748
420420205000192,CHAPECÓ,156019
420420205000193,CHAPECÓ,200170
420420205000194,CHAPECÓ,101061
420420205000195,CHAPECÓ,639473
420420205000196,CHAPECÓ,91153
420420205000197,CHAPECÓ,88869
420420205000198,CHAPECÓ,152570
420420205000199,CHAPECÓ,467148
420420205000200,CHAPECÓ,563173
420420205000201,CHAPECÓ,268448
420420205000202,CHAPECÓ,1274001
420420205000203,CHAPECÓ,69712
420420205000204,CHAPECÓ,86891
420420205000205,CHAPECÓ,83506
420420205000206,CHAPECÓ,138110
420420205000207,CHAPECÓ,83206
420420205000208,CHAPECÓ,50594
420420205000209,CHAPECÓ,85253
420420205000210,CHAPECÓ,160845
420420205000211,CHAPECÓ,92630
420420205000212,CHAPECÓ,469662
420420205000213,CHAPECÓ,231244
420420205000214,CHAPECÓ,304939
420420205000215,CHAPECÓ,23459350
