Cod_setor,NM_MUNICIP,areametros
420765005000017,IPORÃ DO OESTE,21218
420765005000018,IPORÃ DO OESTE,92060
420765005000019,IPORÃ DO OESTE,23048
420765005000020,IPORÃ DO OESTE,19184
420765005000021,IPORÃ DO OESTE,18194
420765005000022,IPORÃ DO OESTE,1044936
420768405000001,IPUAÇU,1649430
420768405000002,IPUAÇU,21281
420768405000003,IPUAÇU,1246566
420768405000004,IPUAÇU,47650460
420768405000005,IPUAÇU,8855646
420768405000006,IPUAÇU,451047
420768405000007,IPUAÇU,47464379
420768405000008,IPUAÇU,8769371
420768405000009,IPUAÇU,29683577
420768405000010,IPUAÇU,30749082
420768405000011,IPUAÇU,41333917
420768405000012,IPUAÇU,17703483
420768405000013,IPUAÇU,19592305
420768405000014,IPUAÇU,12909
420768405000015,IPUAÇU,5639330
420770005000001,IPUMIRIM,237566
420770005000002,IPUMIRIM,530516
420770005000003,IPUMIRIM,384501
420770005000004,IPUMIRIM,521248
420770005000005,IPUMIRIM,30792916
420770005000006,IPUMIRIM,27556384
420770005000007,IPUMIRIM,33012204
420770005000008,IPUMIRIM,22518068
420770005000009,IPUMIRIM,46299699
420770005000010,IPUMIRIM,29115345
420770005000011,IPUMIRIM,31764147
420770005000012,IPUMIRIM,23787003
420770005000013,IPUMIRIM,47485
420770005000014,IPUMIRIM,91160
420770005000015,IPUMIRIM,25143
420770005000016,IPUMIRIM,27157
420770005000017,IPUMIRIM,98080
420770005000018,IPUMIRIM,19309
420770005000019,IPUMIRIM,419983
420775905000001,IRACEMINHA,528451
420775905000002,IRACEMINHA,558902
420775905000003,IRACEMINHA,26747401
420775905000004,IRACEMINHA,20535129
420775905000005,IRACEMINHA,29407735
420775905000006,IRACEMINHA,27920726
420775920000001,IRACEMINHA,234279
420775920000002,IRACEMINHA,29812437
420775920000003,IRACEMINHA,27568262
420780905000001,IRANI,582389
420780905000002,IRANI,491474
420780905000003,IRANI,476558
420780905000004,IRANI,252308
420780905000005,IRANI,407241
420780905000006,IRANI,170345
420780905000007,IRANI,258100
420780905000008,IRANI,50879332
420780905000009,IRANI,20614493
420780905000010,IRANI,17926468
420780905000011,IRANI,40015270
420780905000012,IRANI,25383853
420780905000013,IRANI,35560788
420780905000014,IRANI,103552424
420780905000015,IRANI,310530
420780905000016,IRANI,14853899
420780905000017,IRANI,13807701
420785805000001,IRATI,358384
420785805000002,IRATI,33114682
420785805000003,IRATI,27572756
420785805000004,IRATI,17236162
420790805000001,IRINEÓPOLIS,489806
420790805000002,IRINEÓPOLIS,270058
420790805000003,IRINEÓPOLIS,367533
420790805000004,IRINEÓPOLIS,54395853
420790805000005,IRINEÓPOLIS,30915530
420790805000006,IRINEÓPOLIS,39435410
420790805000007,IRINEÓPOLIS,42138405
420790805000008,IRINEÓPOLIS,29658778
420790805000009,IRINEÓPOLIS,29612323
420790805000010,IRINEÓPOLIS,25222187
420790805000011,IRINEÓPOLIS,387481
420790805000012,IRINEÓPOLIS,388953
420790805000013,IRINEÓPOLIS,171228
420790805000014,IRINEÓPOLIS,31609
420790805000015,IRINEÓPOLIS,20434458
420790810000001,IRINEÓPOLIS,209525
420790810000002,IRINEÓPOLIS,34292144
420790810000003,IRINEÓPOLIS,48904323
420790810000004,IRINEÓPOLIS,51549553
420790810000005,IRINEÓPOLIS,60162619
420790810000006,IRINEÓPOLIS,36808728
420790810000007,IRINEÓPOLIS,83250597
420800505000001,ITÁ,1338406
420800505000002,ITÁ,576675
420800505000003,ITÁ,1182467
420800505000004,ITÁ,492541
420800505000005,ITÁ,196814
420800505000006,ITÁ,189264
420800505000007,ITÁ,1371373
420800505000008,ITÁ,2710056
420800505000009,ITÁ,9178346
420800505000010,ITÁ,26107781
420800505000011,ITÁ,28369181
420800505000012,ITÁ,16740003
420800505000013,ITÁ,15953985
420800505000014,ITÁ,15661732
420800505000015,ITÁ,33257154
420800505000016,ITÁ,46052
420800505000017,ITÁ,69321
420800505000018,ITÁ,3541280
420800505000019,ITÁ,5390613
420800505000020,ITÁ,550961
420800505000021,ITÁ,2188357
420800505000022,ITÁ,66259
420800505000023,ITÁ,142192
420800505000024,ITÁ,40356
420800505000025,ITÁ,66175
420800505000026,ITÁ,255451
420800505000027,ITÁ,93843
420810405000001,ITAIÓPOLIS,318246
420810405000002,ITAIÓPOLIS,328608
420810405000003,ITAIÓPOLIS,371052
420810405000004,ITAIÓPOLIS,350793
420810405000005,ITAIÓPOLIS,728472
420810405000006,ITAIÓPOLIS,845661
420810405000007,ITAIÓPOLIS,1866389
420810405000008,ITAIÓPOLIS,580639
420820305000024,ITAJAÍ,66943
420820305000025,ITAJAÍ,414685
420820305000026,ITAJAÍ,424673
420820305000027,ITAJAÍ,367182
420820305000028,ITAJAÍ,353458
420820305000029,ITAJAÍ,92164
420820305000030,ITAJAÍ,719715
420820305000031,ITAJAÍ,805461
420820305000032,ITAJAÍ,1735195
420820305000033,ITAJAÍ,1909473
420820305000034,ITAJAÍ,2124192
420850005000019,ITUPORANGA,589003
420850005000020,ITUPORANGA,261392
420850005000021,ITUPORANGA,3796485
420850005000022,ITUPORANGA,136078
420850005000023,ITUPORANGA,559699
420850005000024,ITUPORANGA,85661
420850005000025,ITUPORANGA,698417
420850005000026,ITUPORANGA,7230141
420850005000027,ITUPORANGA,18308110
420850005000028,ITUPORANGA,21043429
420850005000029,ITUPORANGA,10642610
420890605000117,JARAGUÁ DO SUL,4834613
420890605000118,JARAGUÁ DO SUL,2531121
420890605000119,JARAGUÁ DO SUL,641558
420890605000120,JARAGUÁ DO SUL,432531
420890605000121,JARAGUÁ DO SUL,85770
420890605000122,JARAGUÁ DO SUL,1134039
420890605000123,JARAGUÁ DO SUL,360885
420890605000124,JARAGUÁ DO SUL,75382
420890605000125,JARAGUÁ DO SUL,133738
420890605000126,JARAGUÁ DO SUL,88278
420890605000179,JARAGUÁ DO SUL,275877
420890605000180,JARAGUÁ DO SUL,335477
420890605000181,JARAGUÁ DO SUL,67501
420890605000182,JARAGUÁ DO SUL,353770
420890605000183,JARAGUÁ DO SUL,183701
420890605000184,JARAGUÁ DO SUL,275614
420890605000185,JARAGUÁ DO SUL,365157
420890605000186,JARAGUÁ DO SUL,2233070
420890605000187,JARAGUÁ DO SUL,265230
420890605000188,JARAGUÁ DO SUL,304990
420910205000157,JOINVILLE,186961
420910205000158,JOINVILLE,303658
420910205000159,JOINVILLE,542877
420910205000160,JOINVILLE,2844649
420910205000161,JOINVILLE,433013
420910205000162,JOINVILLE,2165274
420910205000163,JOINVILLE,318578
420910205000164,JOINVILLE,410408
420910205000165,JOINVILLE,1793387
420910205000166,JOINVILLE,349099
420910205000629,JOINVILLE,205867
420910205000630,JOINVILLE,476419
420910205000631,JOINVILLE,218971
420910205000632,JOINVILLE,1038620
420910205000633,JOINVILLE,378486
420910205000634,JOINVILLE,172783
420910205000635,JOINVILLE,188251
420910205000636,JOINVILLE,275709
420910205000637,JOINVILLE,76423
420910205000638,JOINVILLE,101669
420930005000028,LAGES,108223
420930005000029,LAGES,205748
420930005000030,LAGES,107984
420930005000031,LAGES,2069638
420930005000032,LAGES,132380
420930005000033,LAGES,129931
420930005000034,LAGES,388827
420930005000035,LAGES,174185
420930005000036,LAGES,238774
420930005000037,LAGES,370996
420930005000038,LAGES,194255
420810405000009,ITAIÓPOLIS,1370765
420810405000010,ITAIÓPOLIS,433801
420810405000011,ITAIÓPOLIS,580948
420810405000012,ITAIÓPOLIS,431307
420810405000013,ITAIÓPOLIS,476204
420810405000014,ITAIÓPOLIS,1118613
420810405000015,ITAIÓPOLIS,191458
420810405000016,ITAIÓPOLIS,41719332
420810405000017,ITAIÓPOLIS,23084223
420810405000018,ITAIÓPOLIS,20326599
420810405000019,ITAIÓPOLIS,23437511
420810405000020,ITAIÓPOLIS,46451463
420810405000021,ITAIÓPOLIS,55871175
420810405000022,ITAIÓPOLIS,36348398
420810405000023,ITAIÓPOLIS,45822644
420810405000024,ITAIÓPOLIS,23521553
420810405000025,ITAIÓPOLIS,27488172
420810405000026,ITAIÓPOLIS,77661089
420810405000027,ITAIÓPOLIS,40269803
420810405000028,ITAIÓPOLIS,48305944
420810405000029,ITAIÓPOLIS,527092
420810405000030,ITAIÓPOLIS,759767
420810405000031,ITAIÓPOLIS,388639
420810410000001,ITAIÓPOLIS,1349024
420810410000002,ITAIÓPOLIS,53570126
420810410000003,ITAIÓPOLIS,72932420
420810410000004,ITAIÓPOLIS,51605033
420810415000001,ITAIÓPOLIS,2462117
420810415000002,ITAIÓPOLIS,32648659
420810415000003,ITAIÓPOLIS,60549799
420810415000004,ITAIÓPOLIS,31012587
420810415000005,ITAIÓPOLIS,66080339
420810418000001,ITAIÓPOLIS,1878132
420810418000002,ITAIÓPOLIS,162418
420810418000003,ITAIÓPOLIS,2153123
420810418000004,ITAIÓPOLIS,443169
420810418000005,ITAIÓPOLIS,40830186
420810418000006,ITAIÓPOLIS,61066246
420810418000007,ITAIÓPOLIS,41107862
420810418000008,ITAIÓPOLIS,76352194
420810418000009,ITAIÓPOLIS,3811547
420810418000010,ITAIÓPOLIS,98217131
420810418000011,ITAIÓPOLIS,46559716
420810418000012,ITAIÓPOLIS,1712908
420810418000013,ITAIÓPOLIS,26309384
420820305000001,ITAJAÍ,55235
420820305000002,ITAJAÍ,471941
420820305000003,ITAJAÍ,119720
420820305000004,ITAJAÍ,37633
420820305000005,ITAJAÍ,49049
420820305000006,ITAJAÍ,53538
420820305000007,ITAJAÍ,88035
420820305000008,ITAJAÍ,84817
420820305000009,ITAJAÍ,60847
420820305000010,ITAJAÍ,107085
420820305000011,ITAJAÍ,62803
420820305000012,ITAJAÍ,60329
420820305000013,ITAJAÍ,146090
420820305000014,ITAJAÍ,131167
420820305000015,ITAJAÍ,293438
420820305000016,ITAJAÍ,75270
420820305000017,ITAJAÍ,46483
420820305000018,ITAJAÍ,692838
420820305000019,ITAJAÍ,430843
420820305000020,ITAJAÍ,69492
420820305000021,ITAJAÍ,464193
420820305000022,ITAJAÍ,100973
420820305000023,ITAJAÍ,132430
420820305000035,ITAJAÍ,66417
420820305000036,ITAJAÍ,1191952
420820305000037,ITAJAÍ,5227
420820305000038,ITAJAÍ,1476624
420820305000039,ITAJAÍ,959528
420820305000040,ITAJAÍ,204827
420820305000041,ITAJAÍ,90306
420820305000042,ITAJAÍ,70120
420820305000043,ITAJAÍ,239649
420820305000044,ITAJAÍ,56635
420820305000045,ITAJAÍ,126840
420820305000046,ITAJAÍ,69169
420820305000047,ITAJAÍ,49087
420820305000048,ITAJAÍ,61196
420820305000049,ITAJAÍ,87310
420820305000050,ITAJAÍ,77785
420820305000051,ITAJAÍ,44970
420820305000052,ITAJAÍ,3900
420820305000053,ITAJAÍ,110715
420820305000054,ITAJAÍ,85072
420820305000055,ITAJAÍ,109248
420820305000056,ITAJAÍ,155518
420820305000057,ITAJAÍ,33608
420820305000058,ITAJAÍ,287403
420820305000059,ITAJAÍ,72681
420820305000060,ITAJAÍ,156999
420820305000061,ITAJAÍ,59701
420820305000062,ITAJAÍ,81532
420820305000063,ITAJAÍ,144191
420820305000064,ITAJAÍ,81831
420820305000065,ITAJAÍ,244084
420820305000066,ITAJAÍ,130531
420820305000067,ITAJAÍ,97982
420820305000068,ITAJAÍ,232187
420820305000069,ITAJAÍ,577621
420820305000070,ITAJAÍ,160193
420820305000071,ITAJAÍ,418187
420820305000072,ITAJAÍ,664941
420820305000073,ITAJAÍ,96159
420820305000074,ITAJAÍ,118870
420820305000075,ITAJAÍ,79137
420820305000076,ITAJAÍ,42996
420820305000077,ITAJAÍ,260673
420820305000078,ITAJAÍ,89067
420820305000079,ITAJAÍ,274472
420820305000080,ITAJAÍ,261802
420820305000081,ITAJAÍ,46075
420820305000082,ITAJAÍ,76148
420820305000083,ITAJAÍ,326452
420820305000084,ITAJAÍ,364196
420820305000085,ITAJAÍ,48559
420820305000086,ITAJAÍ,74002
420820305000087,ITAJAÍ,107188
420820305000088,ITAJAÍ,95345
420820305000089,ITAJAÍ,100144
420820305000090,ITAJAÍ,82105
420820305000091,ITAJAÍ,95351
420820305000092,ITAJAÍ,63604
420820305000093,ITAJAÍ,57829
420820305000094,ITAJAÍ,60954
420820305000095,ITAJAÍ,36545
420820305000096,ITAJAÍ,57297
420820305000097,ITAJAÍ,85931
420820305000098,ITAJAÍ,68751
420820305000099,ITAJAÍ,91712
420820305000100,ITAJAÍ,70253
420820305000101,ITAJAÍ,53887
420820305000102,ITAJAÍ,76185
420820305000103,ITAJAÍ,58389
420820305000104,ITAJAÍ,64412
420820305000105,ITAJAÍ,1807478
420820305000106,ITAJAÍ,417855
420820305000107,ITAJAÍ,64722
420820305000108,ITAJAÍ,83836
420820305000109,ITAJAÍ,53429
420820305000110,ITAJAÍ,112192
420820305000111,ITAJAÍ,42025
420820305000112,ITAJAÍ,109685
420820305000113,ITAJAÍ,67357
420820305000114,ITAJAÍ,78436
420820305000115,ITAJAÍ,101986
420820305000116,ITAJAÍ,104327
420820305000117,ITAJAÍ,121972
420820305000118,ITAJAÍ,80283
420820305000119,ITAJAÍ,62022
420820305000120,ITAJAÍ,126059
420820305000121,ITAJAÍ,208002
420820305000122,ITAJAÍ,520605
420820305000123,ITAJAÍ,363833
420820305000124,ITAJAÍ,73950
420820305000125,ITAJAÍ,157388
420820305000126,ITAJAÍ,71950
420820305000127,ITAJAÍ,56489
420820305000128,ITAJAÍ,63991
420820305000129,ITAJAÍ,92489
420820305000130,ITAJAÍ,438642
420820305000131,ITAJAÍ,1367229
420820305000132,ITAJAÍ,5673922
420820305000133,ITAJAÍ,3293365
420820305000134,ITAJAÍ,1099543
420820305000135,ITAJAÍ,3306466
420820305000136,ITAJAÍ,1020335
420820305000137,ITAJAÍ,4902123
420820305000138,ITAJAÍ,4543395
420820305000139,ITAJAÍ,658020
420820305000140,ITAJAÍ,11187029
420820305000141,ITAJAÍ,1460732
420820305000142,ITAJAÍ,3278447
420820305000143,ITAJAÍ,2744979
420820305000144,ITAJAÍ,314490
420820305000145,ITAJAÍ,203476
420820305000146,ITAJAÍ,123513
420820305000147,ITAJAÍ,456957
420820305000148,ITAJAÍ,68593
420820305000149,ITAJAÍ,31810
420820305000150,ITAJAÍ,105654
420820305000151,ITAJAÍ,80086
420820305000152,ITAJAÍ,37077
420820305000153,ITAJAÍ,32920
420820305000154,ITAJAÍ,21787
420820305000155,ITAJAÍ,69400
420820305000156,ITAJAÍ,52428
420820305000157,ITAJAÍ,50977
420820305000158,ITAJAÍ,51768
420820305000159,ITAJAÍ,51705
420820305000160,ITAJAÍ,315757
420820305000161,ITAJAÍ,77662
420820305000162,ITAJAÍ,38419
420820305000163,ITAJAÍ,187154
420820305000164,ITAJAÍ,11905
420820305000165,ITAJAÍ,79265
420820305000166,ITAJAÍ,67470
420820305000167,ITAJAÍ,14537
420820305000168,ITAJAÍ,79844
420820305000169,ITAJAÍ,28239
420820305000170,ITAJAÍ,69955
420820305000171,ITAJAÍ,90626
420820305000172,ITAJAÍ,39429
420820305000173,ITAJAÍ,1279924
420820305000174,ITAJAÍ,477541
420820305000175,ITAJAÍ,249816
420820305000176,ITAJAÍ,32633
420820305000177,ITAJAÍ,1412896
420820305000178,ITAJAÍ,97801
420820305000179,ITAJAÍ,105878
420820305000180,ITAJAÍ,44302
420820305000181,ITAJAÍ,102516
420820305000182,ITAJAÍ,38797
420820305000183,ITAJAÍ,39358
420820305000184,ITAJAÍ,49252
420820305000185,ITAJAÍ,52725
420820305000186,ITAJAÍ,59787
420820305000187,ITAJAÍ,36609
420820305000188,ITAJAÍ,53665
420820305000189,ITAJAÍ,50720
420820305000190,ITAJAÍ,155700
420820305000191,ITAJAÍ,98465
420820305000192,ITAJAÍ,56218
420820305000193,ITAJAÍ,63993
420820305000194,ITAJAÍ,54314
420820305000195,ITAJAÍ,78050
420820305000196,ITAJAÍ,54648
420820305000197,ITAJAÍ,68302
420820305000198,ITAJAÍ,74277
420820305000199,ITAJAÍ,52884
420820305000200,ITAJAÍ,62281
420820305000201,ITAJAÍ,49845
420820305000202,ITAJAÍ,99488
420820305000203,ITAJAÍ,51039
420820305000204,ITAJAÍ,73599
420820305000205,ITAJAÍ,69637
420820305000206,ITAJAÍ,95776
420820305000207,ITAJAÍ,150992
420820305000208,ITAJAÍ,133341
420820305000209,ITAJAÍ,225527
420820305000210,ITAJAÍ,45706
420820305000211,ITAJAÍ,82242
420820305000212,ITAJAÍ,62919
420820305000213,ITAJAÍ,36541
420820305000214,ITAJAÍ,74814
420820305000215,ITAJAÍ,51038
420820305000216,ITAJAÍ,42516
420820305000217,ITAJAÍ,43011
420820305000218,ITAJAÍ,61254
420820305000219,ITAJAÍ,75173
420820305000220,ITAJAÍ,56796
420820305000221,ITAJAÍ,149039
420820305000222,ITAJAÍ,247444
420820305000223,ITAJAÍ,86826
420820305000224,ITAJAÍ,58984
420820305000225,ITAJAÍ,32383
420820305000226,ITAJAÍ,47109
420820305000227,ITAJAÍ,107482
420820305000228,ITAJAÍ,79552
420820305000229,ITAJAÍ,159733
420820305000230,ITAJAÍ,49593
420820305000231,ITAJAÍ,44049
420820305000232,ITAJAÍ,68720
420820305000233,ITAJAÍ,59658
420820305000234,ITAJAÍ,50419
420820305000235,ITAJAÍ,57043
420820305000236,ITAJAÍ,32251
420820305000237,ITAJAÍ,55650
420820305000238,ITAJAÍ,55409
420820305000239,ITAJAÍ,58125
420820305000240,ITAJAÍ,83515
420820305000241,ITAJAÍ,109824
420820305000242,ITAJAÍ,239917
420820305000243,ITAJAÍ,66145
420820305000244,ITAJAÍ,651479
420820305000245,ITAJAÍ,42543
420820305000246,ITAJAÍ,65717
420820305000247,ITAJAÍ,72781
420820305000248,ITAJAÍ,109493
420820305000249,ITAJAÍ,90530
420820305000250,ITAJAÍ,62488
420820305000251,ITAJAÍ,80519
420820305000252,ITAJAÍ,63773
420820305000253,ITAJAÍ,61437
420820305000254,ITAJAÍ,53399
420820305000255,ITAJAÍ,76358
420820305000256,ITAJAÍ,104208
420820305000257,ITAJAÍ,65047
420820305000258,ITAJAÍ,52459
420820305000259,ITAJAÍ,331179
420820305000260,ITAJAÍ,52583
420820305000261,ITAJAÍ,88398
420820305000262,ITAJAÍ,73280
420820305000263,ITAJAÍ,57760
420820305000264,ITAJAÍ,62043
420820305000265,ITAJAÍ,55945
420820305000266,ITAJAÍ,79265
420820305000267,ITAJAÍ,64044
420820305000268,ITAJAÍ,56032
420820305000269,ITAJAÍ,95450
420820305000270,ITAJAÍ,505327
420820305000271,ITAJAÍ,73645
420820305000272,ITAJAÍ,2201452
420820305000273,ITAJAÍ,3482213
420820305000274,ITAJAÍ,18489825
420820305000275,ITAJAÍ,5713297
420820305000276,ITAJAÍ,6474870
420820305000277,ITAJAÍ,612184
420820305000278,ITAJAÍ,444639
420820305000279,ITAJAÍ,18457894
420820305000280,ITAJAÍ,44998176
420820305000281,ITAJAÍ,32799352
420820305000282,ITAJAÍ,581013
420820305000283,ITAJAÍ,22464375
420820305000284,ITAJAÍ,13702937
420820305000285,ITAJAÍ,14469626
420820305000286,ITAJAÍ,8717120
420820305000287,ITAJAÍ,222672
420820305000288,ITAJAÍ,194927
420820305000289,ITAJAÍ,245867
420820305000290,ITAJAÍ,150144
420820305000291,ITAJAÍ,101284
420820305000292,ITAJAÍ,46935
420820305000293,ITAJAÍ,220074
420820305000294,ITAJAÍ,109459
420820305000295,ITAJAÍ,365807
420820305000296,ITAJAÍ,593967
420820305000297,ITAJAÍ,755951
420820305000298,ITAJAÍ,86018
420820305000299,ITAJAÍ,590276
420820305000300,ITAJAÍ,216054
420820305000301,ITAJAÍ,223863
420820305000302,ITAJAÍ,253159
420820305000303,ITAJAÍ,206348
420820305000304,ITAJAÍ,127991
420820305000305,ITAJAÍ,83021
420820305000306,ITAJAÍ,90364
420820305000307,ITAJAÍ,21977
420820305000308,ITAJAÍ,15393
420820305000309,ITAJAÍ,38544
420820305000310,ITAJAÍ,10159
420830205000001,ITAPEMA,64236
420830205000002,ITAPEMA,68329
420830205000003,ITAPEMA,61246
420830205000004,ITAPEMA,49006
420830205000005,ITAPEMA,217164
420830205000006,ITAPEMA,1258093
420830205000007,ITAPEMA,1635709
420830205000008,ITAPEMA,512636
420830205000009,ITAPEMA,446138
420830205000010,ITAPEMA,354976
420830205000011,ITAPEMA,645263
420830205000012,ITAPEMA,1836524
420830205000013,ITAPEMA,920172
420830205000014,ITAPEMA,1178583
420830205000015,ITAPEMA,853557
420830205000016,ITAPEMA,473640
420830205000017,ITAPEMA,91236
420830205000018,ITAPEMA,177607
420830205000019,ITAPEMA,287354
420830205000020,ITAPEMA,151843
420830205000021,ITAPEMA,690184
420830205000022,ITAPEMA,62446
420830205000023,ITAPEMA,66811
420830205000024,ITAPEMA,43294
420830205000025,ITAPEMA,31687
420830205000026,ITAPEMA,44697
420830205000027,ITAPEMA,43066
420830205000028,ITAPEMA,38043
420830205000029,ITAPEMA,35821
420830205000030,ITAPEMA,58835
420830205000031,ITAPEMA,124285
420830205000032,ITAPEMA,52072
420830205000033,ITAPEMA,66400
420830205000034,ITAPEMA,47867
420830205000035,ITAPEMA,86261
420830205000036,ITAPEMA,208333
420830205000037,ITAPEMA,84864
420830205000038,ITAPEMA,93719
420830205000039,ITAPEMA,41336
420830205000040,ITAPEMA,125141
420830205000041,ITAPEMA,127463
420830205000042,ITAPEMA,117960
420830205000043,ITAPEMA,67565
420830205000044,ITAPEMA,12483
420830205000045,ITAPEMA,70179
420830205000046,ITAPEMA,29323
420830205000047,ITAPEMA,89914
420830205000048,ITAPEMA,56900
420830205000049,ITAPEMA,74493
420830205000050,ITAPEMA,487853
420830205000051,ITAPEMA,331783
420830205000052,ITAPEMA,493215
420830205000053,ITAPEMA,298371
420830205000054,ITAPEMA,126469
420830205000055,ITAPEMA,110696
420830205000056,ITAPEMA,173036
420830205000057,ITAPEMA,78970
420830205000058,ITAPEMA,143455
420830205000059,ITAPEMA,398527
420830205000060,ITAPEMA,154261
420830205000061,ITAPEMA,93163
420830205000062,ITAPEMA,59624
420830205000063,ITAPEMA,427845
420830205000064,ITAPEMA,115058
420830205000065,ITAPEMA,304746
420830205000066,ITAPEMA,127745
420830205000067,ITAPEMA,94097
420830205000068,ITAPEMA,29500
420830205000069,ITAPEMA,26951
420830205000070,ITAPEMA,32575
420830205000071,ITAPEMA,20355
420830205000072,ITAPEMA,15713
420830205000073,ITAPEMA,34339
420830205000074,ITAPEMA,11171
420830205000075,ITAPEMA,10969
420830205000076,ITAPEMA,38228
420830205000077,ITAPEMA,28237
420830205000078,ITAPEMA,18334
420830205000079,ITAPEMA,18624
420830205000080,ITAPEMA,144883
420830205000081,ITAPEMA,40820
420830205000082,ITAPEMA,71884
420830205000083,ITAPEMA,44113
420830205000084,ITAPEMA,47028
420830205000085,ITAPEMA,21882
420830205000086,ITAPEMA,47303
420830205000087,ITAPEMA,68798
420830205000088,ITAPEMA,81333
420830205000089,ITAPEMA,73859
420830205000090,ITAPEMA,32938
420830205000091,ITAPEMA,25932
420830205000092,ITAPEMA,32243
420830205000093,ITAPEMA,74195
420830205000094,ITAPEMA,56443
420830205000095,ITAPEMA,27732
420830205000096,ITAPEMA,46142
420830205000097,ITAPEMA,9819
420830205000098,ITAPEMA,68764
420830205000099,ITAPEMA,115208
420830205000100,ITAPEMA,27161
420830205000101,ITAPEMA,27958
420830205000102,ITAPEMA,23420
420830205000103,ITAPEMA,59203
420830205000104,ITAPEMA,24946
420830205000105,ITAPEMA,33391
420830205000106,ITAPEMA,84672
420830205000107,ITAPEMA,70909
420830205000108,ITAPEMA,49545
420830205000109,ITAPEMA,159025
420830205000110,ITAPEMA,31023122
420830205000111,ITAPEMA,6142337
420830205000112,ITAPEMA,398252
420830205000113,ITAPEMA,301250
420840105000001,ITAPIRANGA,150656
420840105000002,ITAPIRANGA,369620
420840105000003,ITAPIRANGA,219614
420840105000004,ITAPIRANGA,196008
420840105000005,ITAPIRANGA,625910
420840105000006,ITAPIRANGA,171789
420840105000007,ITAPIRANGA,258289
420840105000008,ITAPIRANGA,807588
420840105000009,ITAPIRANGA,67806
420840105000010,ITAPIRANGA,101247
420840105000011,ITAPIRANGA,302162
420840105000012,ITAPIRANGA,26922325
420840105000013,ITAPIRANGA,22429448
420840105000014,ITAPIRANGA,25985950
420840105000015,ITAPIRANGA,22898851
420840105000016,ITAPIRANGA,26233360
420840105000017,ITAPIRANGA,21915463
420840105000018,ITAPIRANGA,17383625
420840105000019,ITAPIRANGA,14664402
420840105000020,ITAPIRANGA,15124099
420840105000021,ITAPIRANGA,12435098
420840105000022,ITAPIRANGA,24692187
420840105000023,ITAPIRANGA,22126036
420840105000024,ITAPIRANGA,25949153
420840105000025,ITAPIRANGA,57583
420840105000026,ITAPIRANGA,29255
420840105000027,ITAPIRANGA,167934
420840105000028,ITAPIRANGA,24082
420840105000029,ITAPIRANGA,4245
420840105000030,ITAPIRANGA,47137
420840105000031,ITAPIRANGA,138430
420840105000032,ITAPIRANGA,93624
420840105000033,ITAPIRANGA,49664
420840105000034,ITAPIRANGA,210800
420840105000035,ITAPIRANGA,129056
420845005000001,ITAPOÁ,757019
420845005000002,ITAPOÁ,988347
420845005000003,ITAPOÁ,758451
420845005000004,ITAPOÁ,534778
420845005000005,ITAPOÁ,1109533
420845005000006,ITAPOÁ,1497837
420845005000007,ITAPOÁ,2057440
420845005000008,ITAPOÁ,607741
420845005000009,ITAPOÁ,421573
420845005000010,ITAPOÁ,751022
420845005000011,ITAPOÁ,666715
420845005000012,ITAPOÁ,378688
420845005000013,ITAPOÁ,298164
420845005000014,ITAPOÁ,4916892
420845005000015,ITAPOÁ,650701
420845005000016,ITAPOÁ,352925
420845005000017,ITAPOÁ,213160
420845005000018,ITAPOÁ,229786
420845005000019,ITAPOÁ,386614
420845005000020,ITAPOÁ,273186
420845005000021,ITAPOÁ,1774449
420845005000022,ITAPOÁ,796943
420845005000023,ITAPOÁ,391006
420845005000024,ITAPOÁ,3918316
420845005000025,ITAPOÁ,3316220
420845005000026,ITAPOÁ,508308
420845005000027,ITAPOÁ,856038
420845005000028,ITAPOÁ,1265012
420845005000029,ITAPOÁ,172470
420845005000030,ITAPOÁ,8437793
420845005000031,ITAPOÁ,14353247
420845005000032,ITAPOÁ,107648786
420845005000033,ITAPOÁ,323399
420845005000034,ITAPOÁ,1140962
420845005000035,ITAPOÁ,85804335
420850005000001,ITUPORANGA,335728
420850005000002,ITUPORANGA,356766
420850005000003,ITUPORANGA,181430
420850005000004,ITUPORANGA,784851
420850005000005,ITUPORANGA,226932
420850005000006,ITUPORANGA,587357
420850005000007,ITUPORANGA,788155
420850005000008,ITUPORANGA,190970
420850005000009,ITUPORANGA,109984
420850005000010,ITUPORANGA,131950
420850005000011,ITUPORANGA,202881
420850005000012,ITUPORANGA,159946
420850005000013,ITUPORANGA,133988
420850005000014,ITUPORANGA,125482
420850005000015,ITUPORANGA,179603
420850005000016,ITUPORANGA,655462
420850005000017,ITUPORANGA,713348
420850005000018,ITUPORANGA,2852496
420850005000030,ITUPORANGA,15985292
420850005000031,ITUPORANGA,25000249
420850005000032,ITUPORANGA,27418392
420850005000033,ITUPORANGA,13708342
420850005000034,ITUPORANGA,12552951
420850005000035,ITUPORANGA,18499652
420850005000036,ITUPORANGA,20785329
420850005000037,ITUPORANGA,27415115
420850005000038,ITUPORANGA,373513
420850005000039,ITUPORANGA,56254
420850005000040,ITUPORANGA,11433
420850005000041,ITUPORANGA,19054
420850005000042,ITUPORANGA,239588
420850005000043,ITUPORANGA,53661
420850005000044,ITUPORANGA,10466
420850005000045,ITUPORANGA,35991
420850005000046,ITUPORANGA,11312
420850005000047,ITUPORANGA,32340
420850005000048,ITUPORANGA,1493
