Cod_setor,domi1V001,domi1V002,domi1V003,domi1V004,domi1V005,domi1V006,domi1V007,domi1V008,domi1V009,domi1V010,domi1V011
420770005000013,16,0,0,0,0,0,0,0,0,0,0
420770005000017,30,30,30,0,0,4,0,21,5,0,0
420770005000018,16,0,0,0,0,0,0,0,0,0,0
420770005000019,87,87,87,0,0,32,31,22,0,2,0
420775905000001,642,639,624,0,15,352,104,79,4,67,33
420775905000002,675,675,675,0,0,465,51,127,5,26,1
420775905000003,489,489,489,0,0,434,18,6,26,5,0
420775905000004,258,258,255,3,0,215,26,6,0,2,9
420775905000005,636,636,632,4,0,537,28,11,35,21,4
420775905000006,581,578,574,0,4,472,26,28,5,47,0
420775920000001,151,151,151,0,0,122,13,11,1,4,0
420775920000002,489,489,489,0,0,432,40,5,0,12,0
420775920000003,332,332,332,0,0,284,35,7,0,4,2
420780905000001,1191,1187,1150,0,37,771,229,98,7,82,0
420780905000002,564,564,528,0,36,333,60,138,8,25,0
420780905000003,1128,1121,1067,0,48,720,107,247,4,43,0
420780905000004,731,728,714,0,14,500,51,126,4,47,0
420780905000005,848,848,844,0,4,428,185,212,2,21,0
420780905000006,733,733,718,0,15,570,57,94,0,12,0
420780905000007,728,725,670,0,55,538,20,116,7,39,5
420780905000008,396,396,396,0,0,371,7,0,18,0,0
420780905000009,381,381,381,0,0,275,43,30,9,20,4
420780905000010,440,440,440,0,0,359,31,7,43,0,0
420780905000011,386,386,382,0,4,345,7,4,14,16,0
420780905000012,324,324,324,0,0,241,45,13,22,3,0
420780905000013,305,305,305,0,0,226,18,20,37,4,0
420780905000014,305,305,305,0,0,68,0,40,197,0,0
420780905000015,597,597,483,0,114,412,57,100,0,28,0
420780905000016,292,289,289,0,0,191,40,1,35,22,0
420780905000017,182,182,182,0,0,145,12,1,10,14,0
420785805000001,449,449,443,0,6,329,42,59,3,16,0
420785805000002,421,421,421,0,0,306,57,3,50,5,0
420785805000003,831,831,831,0,0,707,52,22,22,28,0
420785805000004,395,395,395,0,0,265,62,43,18,7,0
420790805000001,593,593,573,0,20,484,2,88,0,18,1
420790805000002,370,370,323,0,47,219,17,103,0,29,2
420790805000003,517,506,478,0,28,385,12,80,11,18,0
420790805000004,769,734,734,0,0,540,7,37,107,43,0
420790805000005,701,701,701,0,0,635,2,21,29,14,0
420790805000006,545,533,533,0,0,452,11,29,21,20,0
420790805000007,629,629,629,0,0,567,28,9,17,8,0
420790805000008,466,464,464,0,0,407,13,0,34,10,0
420790805000009,345,336,336,0,0,312,0,0,24,0,0
420790805000010,328,323,323,0,0,296,5,0,22,0,0
420790805000011,566,566,566,0,0,486,9,66,0,5,0
420790805000012,591,591,565,0,26,459,12,104,0,16,0
420790805000013,508,500,496,0,4,407,15,63,0,15,0
420790805000014,169,169,169,0,0,6,157,6,0,0,0
420790805000015,208,208,208,0,0,190,0,10,4,0,4
420790810000001,205,205,205,0,0,184,0,17,0,4,0
420790810000002,289,289,289,0,0,228,2,10,40,9,0
420790810000003,466,455,455,0,0,420,11,0,12,12,0
420790810000004,738,738,738,0,0,689,0,7,22,20,0
420790810000005,441,437,437,0,0,384,30,0,23,0,0
420790810000006,568,568,568,0,0,524,4,11,8,21,0
420790810000007,436,434,434,0,0,396,0,4,31,3,0
420800505000001,474,470,410,0,60,351,17,91,0,11,0
420800505000002,819,819,749,0,70,534,36,218,7,20,4
420800505000003,625,615,612,1,0,386,57,109,8,55,0
420800505000004,846,846,838,0,8,545,20,253,15,13,0
420800505000005,601,601,601,0,0,377,43,107,0,74,0
420800505000006,434,434,434,0,0,330,22,72,0,2,8
420800505000007,36,36,36,0,0,36,0,0,0,0,0
420800505000008,94,94,94,0,0,72,0,3,16,3,0
420800505000009,209,209,209,0,0,138,2,21,43,5,0
420800505000010,468,468,468,0,0,378,42,18,15,13,2
420800505000011,433,433,433,0,0,314,46,8,52,13,0
420800505000012,229,229,221,8,0,181,22,0,19,7,0
420800505000013,152,152,152,0,0,127,0,8,14,1,2
420800505000014,330,326,326,0,0,236,56,9,18,7,0
420800505000015,454,452,452,0,0,400,4,7,25,16,0
420800505000018,9,0,0,0,0,0,0,0,0,0,0
420800505000019,74,74,74,0,0,43,11,4,8,8,0
420800505000020,11,0,0,0,0,0,0,0,0,0,0
420800505000021,16,16,16,0,0,12,2,2,0,0,0
420800505000022,2,0,0,0,0,0,0,0,0,0,0
420800505000023,10,0,0,0,0,0,0,0,0,0,0
420800505000024,8,0,0,0,0,0,0,0,0,0,0
420800505000025,23,23,23,0,0,23,0,0,0,0,0
420800505000026,24,24,23,0,1,15,0,6,0,3,0
420800505000027,45,45,45,0,0,29,8,6,2,0,0
420810405000001,673,673,549,0,124,473,37,152,0,11,0
420810405000002,506,506,490,0,16,396,25,72,2,8,3
420810405000003,418,415,368,0,47,306,26,60,14,9,0
420810405000004,739,739,739,0,0,578,32,75,0,54,0
420810405000005,642,642,642,0,0,563,17,59,0,3,0
420810405000006,801,801,800,0,1,659,17,110,3,8,4
420810405000007,593,592,590,0,2,436,41,38,14,63,0
420810405000008,324,324,323,0,1,294,7,7,0,16,0
420810405000009,542,541,541,0,0,466,27,20,11,17,0
420810405000010,209,209,209,0,0,149,9,10,23,12,6
420810405000011,612,612,612,0,0,485,34,72,4,17,0
420810405000012,582,582,582,0,0,435,45,93,0,9,0
420810405000013,611,611,594,0,15,432,41,87,15,36,0
420810405000014,762,760,758,0,0,571,55,86,1,33,14
420810405000015,457,446,396,0,50,327,0,103,0,16,0
420810405000016,457,457,457,0,0,391,4,21,36,5,0
420810405000017,641,641,641,0,0,599,0,8,0,34,0
420810405000018,139,139,139,0,0,125,10,0,0,4,0
420810405000019,221,221,221,0,0,204,9,0,1,0,7
420810405000020,355,355,355,0,0,320,10,0,14,7,4
420810405000021,204,204,204,0,0,178,4,0,21,1,0
420810405000022,368,368,368,0,0,320,0,4,44,0,0
420810405000023,658,658,658,0,0,621,3,4,2,28,0
420810405000024,189,189,189,0,0,176,5,0,3,5,0
420810405000025,318,318,318,0,0,272,3,0,28,15,0
420810405000026,644,644,644,0,0,589,8,12,35,0,0
420810405000027,422,422,422,0,0,362,30,8,12,10,0
420810405000028,616,616,607,9,0,493,4,21,58,40,0
420810405000029,406,406,406,0,0,369,0,22,15,0,0
420810405000030,671,671,641,0,30,482,72,54,0,63,0
420810405000031,473,473,473,0,0,293,73,64,2,41,0
420810410000001,142,142,142,0,0,128,0,3,0,11,0
420810410000002,448,448,448,0,0,396,23,16,6,7,0
420810410000003,312,312,312,0,0,270,19,2,6,15,0
420810410000004,411,411,411,0,0,374,0,7,21,9,0
420810415000001,228,228,227,0,1,195,4,10,10,9,0
420810415000002,485,477,477,0,0,427,33,4,9,4,0
420810415000003,654,650,650,0,0,527,29,54,13,27,0
420810415000004,113,113,113,0,0,102,0,0,2,9,0
420810415000005,433,433,433,0,0,405,6,4,15,3,0
420810418000001,165,165,164,0,1,149,0,9,5,2,0
420810418000002,8,0,0,0,0,0,0,0,0,0,0
420810418000003,169,169,169,0,0,126,4,33,4,2,0
420810418000004,4,0,0,0,0,0,0,0,0,0,0
420810418000005,242,242,242,0,0,242,0,0,0,0,0
420810418000006,272,272,272,0,0,232,4,22,4,10,0
420810418000007,68,68,68,0,0,54,0,0,8,6,0
420810418000008,213,213,213,0,0,179,4,0,16,14,0
420810418000009,20,20,20,0,0,20,0,0,0,0,0
420810418000010,336,335,335,0,0,291,6,4,11,23,0
420810418000011,230,230,230,0,0,215,6,0,1,8,0
420810418000013,95,95,95,0,0,72,0,2,11,10,0
420820305000001,309,295,47,0,248,185,17,85,4,4,0
420820305000002,589,589,146,3,440,434,84,49,0,16,6
420820305000003,356,329,74,0,255,172,12,120,13,4,8
420820305000004,642,642,99,0,543,325,2,294,5,15,1
420820305000005,432,432,355,0,77,333,12,80,0,3,4
420820305000006,202,202,103,0,99,107,16,56,12,11,0
420820305000007,898,898,651,0,247,570,8,281,3,36,0
420820305000008,442,442,279,0,163,276,12,113,38,3,0
420820305000009,411,411,253,0,158,249,29,103,1,29,0
420820305000010,679,679,531,2,146,511,14,140,0,13,1
420820305000011,398,398,261,0,137,270,5,99,10,14,0
420820305000012,394,394,256,0,138,186,0,196,0,12,0
420820305000013,114,113,63,0,50,84,0,29,0,0,0
420820305000014,222,222,43,0,179,132,7,58,15,10,0
420820305000015,618,618,267,0,351,315,136,145,5,16,1
420820305000016,443,443,230,1,212,287,19,130,0,7,0
420820305000017,498,498,149,0,349,256,30,199,3,10,0
420820305000018,541,534,324,0,210,365,9,139,8,13,0
420820305000019,593,593,350,7,236,467,44,75,1,6,0
420820305000020,655,655,568,0,87,474,16,102,18,45,0
420820305000021,715,715,640,0,75,603,28,80,0,4,0
420820305000022,743,743,506,0,237,548,26,127,4,37,1
420820305000023,392,392,366,0,26,297,7,78,0,10,0
420820305000024,602,602,596,0,6,469,5,128,0,0,0
420820305000025,1141,1141,1108,0,32,831,0,252,4,54,0
420820305000026,999,985,851,0,134,757,63,152,0,4,9
420820305000027,738,738,692,6,40,532,6,200,0,0,0
420820305000028,657,655,502,0,153,493,63,78,11,10,0
420820305000029,594,591,400,0,191,337,184,58,0,12,0
420820305000030,747,747,747,0,0,644,1,94,0,8,0
420820305000031,541,540,407,0,133,418,2,102,14,4,0
420820305000032,299,296,257,0,39,178,7,81,16,14,0
420820305000033,731,731,679,2,50,605,44,64,3,15,0
420820305000034,1168,1168,1089,0,79,827,31,233,17,60,0
420820305000035,484,484,467,0,15,404,0,42,0,38,0
420820305000036,422,422,416,0,6,389,0,14,3,16,0
420820305000037,223,0,0,0,0,0,0,0,0,0,0
420820305000038,589,589,560,0,29,453,82,43,7,4,0
420820305000039,351,351,347,0,4,259,4,63,2,23,0
420820305000040,720,706,520,0,186,483,123,90,3,7,0
420820305000041,300,300,298,0,2,211,3,60,0,26,0
420820305000042,776,776,732,0,44,494,6,209,7,60,0
420820305000043,780,780,566,0,214,469,133,143,15,20,0
420820305000044,568,568,535,0,33,436,8,113,1,10,0
420820305000045,421,419,419,0,0,295,0,60,0,63,1
420820305000046,649,644,602,0,42,461,27,131,0,22,3
420820305000047,365,363,352,0,11,258,6,92,0,7,0
420820305000048,447,447,257,1,189,239,3,176,0,29,0
420820305000049,624,624,348,0,276,428,86,96,4,10,0
420820305000050,623,623,511,1,111,457,43,121,0,2,0
420820305000051,372,372,350,0,22,266,22,68,0,16,0
420820305000052,76,0,0,0,0,0,0,0,0,0,0
420820305000053,626,626,471,0,155,388,24,171,9,34,0
420820305000054,287,284,153,4,127,187,13,84,0,0,0
420820305000055,382,382,339,0,36,194,20,120,0,48,0
420820305000056,483,483,360,5,118,350,0,122,0,11,0
420820305000057,441,441,70,0,371,286,68,86,0,0,1
420820305000058,743,743,515,43,185,436,31,235,0,39,2
420820305000059,476,473,473,0,0,320,9,120,0,24,0
420820305000060,552,552,294,0,258,350,51,132,7,12,0
420820305000061,503,503,427,0,76,330,23,118,0,32,0
420820305000062,271,271,242,0,29,214,0,48,0,9,0
420820305000063,579,579,552,1,26,443,0,101,0,35,0
420820305000064,624,624,609,0,15,490,14,101,5,14,0
420820305000065,323,323,316,0,7,219,13,84,2,5,0
420820305000066,674,674,622,3,49,565,0,109,0,0,0
420820305000067,518,518,453,0,65,368,25,110,5,10,0
420820305000068,454,442,410,0,31,283,12,108,4,35,0
420820305000069,804,801,736,0,59,569,25,160,5,42,0
420820305000070,447,447,444,0,0,347,0,80,0,18,2
420820305000071,1004,1004,1004,0,0,846,10,122,0,26,0
420820305000072,670,669,589,1,79,423,5,183,8,50,0
420820305000073,735,735,735,0,0,580,0,130,0,25,0
420820305000074,865,865,837,0,28,276,276,259,3,51,0
420820305000075,883,882,874,0,8,737,2,135,4,4,0
420820305000076,699,699,699,0,0,500,0,149,0,50,0
420820305000077,1214,1197,1176,0,21,811,42,284,6,25,29
420820305000078,751,751,751,0,0,651,0,98,0,2,0
420820305000079,795,795,795,0,0,603,8,115,0,69,0
420820305000080,693,691,688,3,0,564,29,93,0,5,0
420820305000081,518,518,510,0,6,341,11,149,0,17,0
420820305000082,761,761,755,0,6,544,16,155,0,46,0
420820305000083,849,849,826,0,16,528,26,241,0,54,0
420820305000084,580,579,557,0,5,408,6,147,11,7,0
420820305000085,565,565,531,29,0,334,0,211,3,17,0
420820305000086,723,720,712,3,5,547,6,161,0,6,0
420820305000087,663,660,631,0,29,400,23,232,0,2,3
420820305000088,281,281,164,0,95,157,5,100,10,9,0
420820305000089,773,773,725,0,19,635,3,94,0,41,0
420820305000090,713,713,712,0,0,528,0,175,0,10,0
420820305000091,551,543,543,0,0,463,11,69,0,0,0
420820305000092,687,687,663,0,24,417,8,156,5,101,0
420820305000093,521,520,520,0,0,415,0,105,0,0,0
420820305000094,540,540,479,0,61,340,1,176,0,23,0
420820305000095,500,500,182,0,318,208,128,153,5,6,0
420820305000096,547,547,384,0,163,364,47,120,0,16,0
420820305000097,834,828,762,0,65,523,9,276,3,17,0
420820305000098,769,768,713,24,31,528,6,165,0,69,0
420820305000099,850,850,570,4,263,505,105,228,0,12,0
420820305000100,720,720,670,0,42,411,5,263,6,28,7
420820305000101,950,950,935,0,12,837,6,95,0,12,0
420820305000102,803,801,784,0,14,577,6,134,12,72,0
420820305000103,753,753,753,0,0,553,0,200,0,0,0
420820305000104,559,559,558,0,0,394,7,140,0,18,0
420820305000105,1032,1032,1005,0,27,674,63,242,4,49,0
420820305000106,1005,1005,1005,0,0,604,117,205,0,79,0
420820305000107,534,534,506,0,28,381,9,122,0,22,0
420820305000108,379,379,346,2,31,262,7,107,0,0,3
420820305000109,513,513,511,0,2,269,10,211,0,23,0
420820305000110,784,784,767,0,17,484,16,229,0,55,0
420820305000111,383,383,383,0,0,273,17,72,0,21,0
420820305000112,851,851,793,0,58,576,8,245,3,19,0
420820305000113,626,626,626,0,0,463,13,131,4,15,0
420820305000114,680,680,429,0,227,369,145,159,0,7,0
420820305000115,702,694,679,0,15,521,9,120,0,44,0
420820305000116,822,822,822,0,0,668,39,102,0,13,0
420820305000117,831,831,592,0,239,494,171,154,7,5,0
420820305000118,712,712,706,0,6,505,0,164,0,43,0
420820305000119,468,468,450,0,18,359,0,99,0,10,0
420820305000120,667,667,446,0,221,290,225,106,0,46,0
420820305000121,570,566,553,0,13,414,0,142,0,10,0
420820305000122,762,762,717,0,36,503,0,255,4,0,0
420820305000123,753,753,741,0,0,513,7,194,0,39,0
420820305000124,943,943,885,0,50,771,7,151,3,11,0
420820305000125,791,791,736,0,37,558,11,190,10,15,7
420820305000126,702,701,650,0,51,429,21,214,0,37,0
420820305000127,655,655,627,0,28,365,34,198,0,55,3
420820305000128,621,621,596,0,10,439,8,144,0,30,0
420820305000129,634,634,604,0,30,475,0,157,0,2,0
420820305000130,793,793,793,0,0,628,65,72,5,23,0
420820305000131,851,851,816,0,35,619,36,160,26,10,0
420820305000132,1316,1307,1290,3,12,356,734,186,26,5,0
420820305000133,770,770,770,0,0,688,2,56,13,11,0
420820305000134,962,962,962,0,0,682,60,132,17,71,0
420820305000135,905,905,905,0,0,747,24,117,8,9,0
420820305000136,620,620,609,0,11,494,12,109,0,5,0
420820305000137,510,510,505,0,5,319,0,60,131,0,0
420820305000138,927,875,866,0,9,641,8,110,73,43,0
420820305000139,680,680,680,0,0,424,1,237,0,18,0
420820305000140,490,488,488,0,0,412,0,30,28,18,0
420820305000141,1612,1612,1557,2,42,803,476,249,8,76,0
420820305000142,634,634,634,0,0,520,12,60,18,23,1
420820305000143,471,471,471,0,0,400,3,36,9,23,0
420820305000144,473,473,448,0,25,357,0,90,3,23,0
420820305000145,594,594,589,0,5,364,89,103,33,5,0
420820305000146,752,752,733,0,19,508,35,187,6,16,0
420820305000147,791,791,731,0,60,618,21,136,0,16,0
420820305000148,423,423,418,2,3,311,5,94,0,12,1
420820305000149,266,264,0,0,264,172,22,68,1,1,0
420820305000150,78,76,20,3,53,44,9,23,0,0,0
420820305000151,365,365,90,2,273,227,18,115,0,5,0
420820305000152,212,212,79,0,133,127,20,56,6,2,1
420820305000153,339,339,102,0,237,165,32,120,5,17,0
420820305000154,280,278,162,8,107,170,5,85,3,15,0
420820305000155,485,485,275,0,210,270,47,150,0,18,0
420820305000156,601,601,213,6,382,333,58,194,0,16,0
420820305000157,434,434,255,0,179,183,24,220,0,7,0
420820305000158,413,413,61,5,347,233,30,139,4,5,2
420820305000159,325,325,257,0,68,190,19,116,0,0,0
420820305000160,110,110,41,0,69,42,0,67,0,1,0
420820305000161,495,495,218,0,277,250,0,233,3,9,0
420820305000162,323,323,27,0,296,182,32,99,0,10,0
420820305000163,76,76,4,0,72,49,4,22,0,1,0
420820305000164,81,79,5,0,74,46,19,14,0,0,0
420820305000165,472,472,126,0,346,330,35,90,5,10,2
420820305000166,568,568,460,0,108,409,22,107,0,26,4
420820305000167,430,430,20,0,410,147,19,255,1,7,1
420820305000168,616,616,352,0,256,387,4,212,2,11,0
420820305000169,453,453,453,0,0,307,7,83,0,56,0
420820305000170,410,410,384,0,26,326,11,58,7,6,2
420820305000171,495,495,293,10,192,291,81,123,0,0,0
420820305000172,370,370,357,0,13,323,2,45,0,0,0
420820305000173,588,571,536,0,35,401,22,107,17,21,3
420820305000174,830,830,801,0,29,462,71,257,13,27,0
420820305000175,454,428,205,0,223,200,6,213,1,4,4
420820305000176,458,458,445,0,13,401,0,45,0,12,0
420820305000177,526,502,391,0,111,373,11,118,0,0,0
420820305000178,714,714,625,3,86,450,29,151,1,83,0
420820305000179,621,621,329,55,237,313,103,178,8,19,0
420820305000180,456,456,416,0,40,321,7,112,0,16,0
420820305000181,451,444,399,6,39,341,45,54,0,0,4
420820305000182,351,351,345,0,6,321,12,18,0,0,0
420820305000183,321,320,311,0,9,245,0,59,0,16,0
420820305000184,318,316,282,0,34,195,17,90,0,14,0
420820305000185,493,493,407,0,86,316,38,124,0,11,4
420820305000186,529,529,417,0,112,355,0,161,0,9,4
420820305000187,271,271,128,0,143,181,15,69,0,6,0
420820305000188,362,362,303,5,54,243,33,79,0,7,0
420820305000189,446,446,416,3,27,301,9,106,2,28,0
420820305000190,828,828,748,0,80,613,59,142,0,14,0
420820305000191,507,507,397,0,110,348,5,132,4,18,0
420820305000192,303,303,249,7,47,234,4,47,0,18,0
420820305000193,304,296,276,0,20,238,8,40,0,10,0
420820305000194,95,94,79,0,15,76,0,18,0,0,0
420820305000195,362,361,217,1,135,212,18,108,0,23,0
420820305000196,618,618,599,0,19,456,12,96,0,54,0
420820305000197,358,358,164,0,194,191,31,103,3,30,0
420820305000198,616,613,583,7,18,437,14,116,0,46,0
420820305000199,479,478,462,0,16,315,0,123,4,36,0
420820305000200,333,333,322,0,11,263,5,48,0,17,0
420820305000201,419,419,345,0,74,338,0,79,0,2,0
420820305000202,640,640,585,0,55,487,13,130,3,7,0
420820305000203,521,521,475,0,46,335,12,142,0,32,0
420820305000204,656,656,585,0,71,526,0,115,0,15,0
420820305000205,539,539,492,0,47,416,5,99,2,17,0
420820305000206,520,516,491,0,25,354,0,134,1,23,4
420820305000207,491,491,470,8,12,359,0,110,0,18,4
420820305000208,480,480,475,0,5,325,7,130,0,18,0
420820305000209,529,529,278,3,248,260,210,42,0,17,0
420820305000210,606,606,589,3,14,523,5,60,2,16,0
420820305000211,803,803,799,0,4,512,26,226,0,39,0
420820305000212,451,449,420,7,22,352,4,90,0,3,0
420820305000213,501,501,501,0,0,387,32,60,11,11,0
420820305000214,598,598,581,2,15,389,22,170,0,17,0
420820305000215,665,665,665,0,0,460,20,181,0,4,0
420820305000216,627,626,621,0,0,444,20,140,0,22,0
420820305000217,576,576,576,0,0,392,5,118,0,61,0
420820305000218,772,772,763,0,7,571,0,182,0,19,0
420820305000219,870,870,864,0,6,642,14,156,0,43,15
420820305000220,633,633,632,0,1,418,29,165,0,21,0
420820305000221,932,932,616,178,126,530,147,218,0,37,0
420820305000222,801,800,588,0,212,495,191,101,0,13,0
420820305000223,808,805,656,0,115,523,3,241,3,35,0
420820305000224,643,643,522,0,121,396,52,127,25,43,0
420820305000225,342,342,312,0,30,220,7,103,0,12,0
420820305000226,428,428,395,0,33,289,9,89,0,41,0
420820305000227,610,608,547,0,61,376,26,182,0,24,0
420820305000228,531,528,504,9,15,363,11,129,4,21,0
420820305000229,643,643,601,0,42,448,5,174,3,13,0
420820305000230,548,548,542,0,6,435,3,106,0,4,0
420820305000231,468,468,468,0,0,382,3,70,0,9,4
420820305000232,597,597,597,0,0,435,0,152,0,10,0
420820305000233,563,561,533,9,4,437,8,106,0,10,0
420820305000234,375,375,371,0,4,265,0,93,0,17,0
420820305000235,590,590,488,0,102,341,2,208,0,39,0
420820305000236,312,312,228,0,84,200,0,108,0,4,0
420820305000237,449,449,404,2,43,306,28,111,0,4,0
420820305000238,413,413,389,0,24,254,27,106,0,26,0
420820305000239,467,467,409,0,58,261,5,152,0,49,0
420820305000240,730,730,676,3,51,504,20,201,1,4,0
420820305000241,895,895,856,0,35,736,0,151,2,6,0
420820305000242,1340,1339,1339,0,0,925,73,330,0,11,0
420820305000243,582,582,581,1,0,328,62,189,0,3,0
420820305000244,1360,1360,1320,0,9,1038,68,213,2,30,9
420820305000245,364,364,364,0,0,230,4,67,3,60,0
420820305000246,561,556,536,0,20,457,13,77,0,9,0
420820305000247,628,628,583,0,45,450,14,127,0,36,1
420820305000248,874,874,753,0,121,527,9,308,0,30,0
420820305000249,512,512,489,0,23,401,0,110,0,1,0
420820305000250,396,396,389,0,7,275,26,91,0,4,0
420820305000251,643,643,640,0,0,401,27,163,4,48,0
420820305000252,525,525,525,0,0,338,15,135,0,37,0
420820305000253,635,635,601,0,4,456,22,92,1,64,0
420820305000254,417,416,414,0,2,297,4,83,0,32,0
420820305000255,687,687,578,0,109,492,1,178,0,16,0
420820305000256,591,590,577,0,13,425,8,102,2,53,0
420820305000257,409,409,388,20,0,281,0,112,0,16,0
420820305000258,564,562,559,0,3,394,4,134,0,30,0
420820305000259,407,407,407,0,0,328,3,73,0,3,0
420820305000260,406,406,387,0,19,254,2,119,0,28,3
420820305000261,1032,1030,978,0,51,615,12,339,0,64,0
420820305000262,981,981,981,0,0,813,12,93,0,63,0
420820305000263,818,818,736,0,71,507,0,265,0,45,1
420820305000264,565,565,565,0,0,361,23,157,0,21,3
420820305000265,598,598,556,0,42,434,0,148,0,16,0
420820305000266,738,738,733,0,5,541,24,132,0,41,0
420820305000267,997,997,675,0,322,549,308,111,0,22,7
420820305000268,499,498,465,0,20,356,2,91,0,49,0
420820305000269,584,584,496,0,83,331,0,239,0,14,0
420820305000270,998,998,998,0,0,781,2,181,0,32,2
420820305000271,938,938,801,0,137,415,234,250,0,39,0
420820305000272,510,505,498,0,7,381,5,105,14,0,0
420820305000273,533,533,533,0,0,487,5,34,7,0,0
420820305000274,885,885,885,0,0,634,34,116,58,43,0
420820305000275,367,367,367,0,0,314,0,21,13,19,0
420820305000276,310,310,307,0,0,228,3,42,11,26,0
420820305000277,570,570,543,0,24,418,7,113,9,23,0
420820305000278,709,709,530,0,179,352,5,324,5,23,0
420820305000279,564,562,562,0,0,374,5,55,74,54,0
420820305000280,1049,1049,1049,0,0,886,0,31,78,54,0
420820305000281,1588,1588,1588,0,0,1150,48,310,52,28,0
420820305000282,580,580,481,0,99,394,0,167,0,19,0
420820305000283,489,489,489,0,0,387,0,58,36,8,0
420820305000284,768,768,762,0,6,616,12,91,30,19,0
420820305000285,121,121,121,0,0,100,0,9,2,7,3
420820305000286,525,525,505,0,14,418,2,53,25,27,0
420820305000287,564,564,518,0,46,412,25,95,3,29,0
420820305000288,698,698,696,0,2,506,44,134,0,14,0
420820305000289,417,417,417,0,0,304,0,93,0,20,0
420820305000290,681,681,511,4,166,444,102,122,2,11,0
420820305000291,384,384,95,269,20,114,210,49,0,11,0
420820305000292,732,732,708,0,2,494,83,127,0,28,0
420820305000293,1142,1135,1135,0,0,530,324,255,0,26,0
420820305000294,912,912,912,0,0,790,16,101,0,5,0
420820305000295,883,883,881,0,2,114,516,187,4,62,0
420820305000296,934,934,934,0,0,125,558,154,15,82,0
420820305000297,738,738,738,0,0,306,232,169,2,29,0
420820305000298,515,515,203,0,312,241,146,107,0,21,0
420820305000299,297,295,259,0,36,211,11,70,0,1,2
420820305000300,605,605,601,0,4,263,221,116,0,5,0
420820305000301,487,487,484,0,3,6,421,56,0,4,0
420820305000302,388,388,388,0,0,5,332,51,0,0,0
420820305000303,521,521,519,0,2,8,428,76,0,9,0
420820305000304,393,393,387,0,6,20,297,73,0,3,0
420820305000305,486,486,486,0,0,486,0,0,0,0,0
420820305000306,844,844,844,0,0,683,6,44,0,37,74
420820305000307,275,275,275,0,0,231,0,14,3,27,0
420820305000308,230,230,230,0,0,202,11,6,0,11,0
420820305000309,237,237,237,0,0,231,6,0,0,0,0
420820305000310,269,269,269,0,0,266,3,0,0,0,0
420830205000001,194,194,138,0,56,130,5,59,0,0,0
420830205000002,314,311,162,0,149,180,6,123,1,1,0
420830205000003,320,319,145,0,174,126,6,185,2,0,0
420830205000004,171,171,22,0,149,83,0,41,42,5,0
420830205000005,244,244,210,0,34,165,2,60,17,0,0
420830205000006,556,556,501,0,55,376,33,114,4,29,0
420830205000007,128,128,78,0,50,89,0,25,5,6,3
420830205000008,737,737,713,0,24,547,24,145,0,21,0
420830205000009,1094,1094,1064,0,24,844,20,163,0,67,0
420830205000010,1233,1233,1214,0,19,885,79,244,10,13,2
420830205000011,597,591,591,0,0,476,25,80,4,6,0
420830205000012,1135,1135,1126,0,9,915,8,133,13,66,0
420830205000013,960,960,953,0,7,778,0,152,0,30,0
420830205000014,1095,1095,667,383,45,729,21,299,3,43,0
420830205000015,482,482,387,3,91,300,10,150,1,21,0
420830205000016,701,701,698,0,3,464,89,106,2,22,18
420830205000017,373,367,256,0,111,136,4,209,5,5,8
420830205000018,1302,1302,1132,0,170,524,246,465,1,66,0
420830205000019,1698,1696,1605,0,64,726,320,556,6,59,29
420830205000020,1026,1017,943,0,74,614,38,295,0,70,0
420830205000021,876,872,816,19,36,541,28,242,24,37,0
420830205000022,87,87,4,0,83,28,0,48,11,0,0
420830205000023,133,133,19,0,114,56,0,49,17,9,2
420830205000024,195,195,16,22,157,74,18,80,22,1,0
420830205000025,102,102,12,0,90,22,0,58,18,4,0
420830205000026,133,133,34,0,99,43,9,42,35,4,0
420830205000027,138,138,49,0,89,49,5,66,18,0,0
420830205000028,184,184,58,0,126,127,4,43,10,0,0
420830205000029,395,395,44,0,351,223,6,145,16,2,3
420830205000030,454,450,173,0,276,182,5,241,3,19,0
420830205000031,727,723,669,0,54,378,23,311,4,4,3
420830205000032,305,305,88,0,217,152,0,138,15,0,0
420830205000033,353,353,250,0,103,120,20,194,10,9,0
420830205000034,313,313,126,0,187,155,17,115,17,9,0
420830205000035,375,375,303,0,72,219,8,129,9,10,0
420830205000036,310,310,181,0,129,153,4,149,0,2,2
420830205000037,336,335,168,0,167,198,21,82,21,13,0
420830205000038,323,323,201,0,122,189,0,127,0,7,0
420830205000039,191,191,91,0,100,116,0,64,7,0,4
420830205000040,343,333,122,0,211,149,10,148,25,1,0
420830205000041,541,531,407,0,124,298,0,205,8,20,0
420830205000042,269,269,197,0,72,142,0,113,3,11,0
420830205000043,343,339,110,0,229,218,0,103,16,2,0
420830205000044,83,83,8,0,75,51,2,21,9,0,0
420830205000045,156,156,18,0,138,100,0,26,27,3,0
420830205000046,93,93,7,0,86,58,0,16,17,2,0
420830205000047,228,227,147,0,80,126,0,85,9,7,0
420830205000048,100,100,12,0,88,42,0,37,21,0,0
420830205000049,165,165,24,0,141,106,6,20,33,0,0
420830205000050,246,246,207,0,39,140,11,83,1,11,0
420830205000051,1112,1109,1084,0,25,746,95,156,7,61,44
