Cod_setor,domi1V001,domi1V002,domi1V003,domi1V004,domi1V005,domi1V006,domi1V007,domi1V008,domi1V009,domi1V010,domi1V011
420420205000121,1022,1022,1018,0,0,203,587,70,8,8,146
420420205000122,690,690,682,0,5,404,118,130,0,38,0
420420205000123,402,402,402,0,0,247,60,61,0,29,5
420420205000124,431,431,431,0,0,293,6,132,0,0,0
420420205000125,591,591,588,0,3,284,40,243,0,24,0
420420205000126,1741,1732,1687,0,45,989,164,406,3,51,119
420420205000127,744,744,728,0,16,489,64,159,12,20,0
420420205000128,1158,1158,1150,0,8,704,211,233,0,10,0
420420205000129,800,800,351,21,408,280,13,460,25,12,10
420420205000130,712,704,112,15,577,330,42,308,4,15,5
420420205000131,553,553,199,0,354,271,38,230,0,14,0
420420205000132,525,514,55,0,459,254,0,235,7,18,0
420420205000133,556,556,46,0,510,321,46,174,6,9,0
420420205000134,446,445,71,0,367,208,41,183,8,5,0
420420205000135,419,419,34,0,385,148,3,260,6,2,0
420420205000136,549,549,140,0,409,213,48,258,11,17,2
420420205000137,568,568,30,0,538,225,24,300,10,9,0
420420205000138,424,424,73,0,351,183,18,206,12,5,0
420420205000139,266,266,96,0,170,112,5,137,3,9,0
420420205000140,385,384,328,0,56,192,21,157,0,14,0
420420205000141,583,583,433,0,150,256,38,244,11,34,0
420420205000142,568,568,368,0,200,388,32,122,0,26,0
420420205000143,548,548,457,2,89,345,8,173,3,19,0
420420205000144,454,454,437,0,17,287,58,96,4,9,0
420420205000145,573,573,560,0,13,439,37,95,2,0,0
420420205000146,437,437,430,0,7,208,182,41,2,4,0
420420205000147,409,409,409,0,0,17,375,6,0,11,0
420420205000148,806,806,762,0,35,520,55,161,4,66,0
420420205000149,360,360,360,0,0,216,24,89,0,31,0
420420205000150,131,131,131,0,0,92,8,27,0,4,0
420420205000151,914,910,805,0,105,490,96,208,16,45,55
420420205000152,781,781,732,0,49,576,56,124,11,14,0
420420205000153,608,608,480,3,125,396,29,161,6,14,2
420420205000154,489,489,425,0,64,313,4,156,0,16,0
420420205000155,776,722,661,0,61,444,23,217,11,27,0
420420205000156,575,557,532,0,25,357,55,131,0,14,0
420420205000157,458,458,446,0,12,366,13,79,0,0,0
420420205000158,551,551,551,0,0,354,49,146,0,2,0
420420205000159,666,666,666,0,0,573,0,90,0,3,0
420420205000160,902,902,797,3,102,484,49,286,4,79,0
420420205000161,848,848,839,0,2,599,36,166,0,41,6
420420205000162,961,961,958,0,3,677,42,207,5,30,0
420420205000163,757,757,757,0,0,608,0,132,0,17,0
420420205000164,759,759,750,0,9,525,47,136,0,46,5
420420205000165,543,543,332,33,178,299,19,202,5,18,0
420420205000166,731,731,518,0,207,366,60,225,46,34,0
420420205000167,923,923,865,0,54,627,30,253,3,6,4
420420205000168,405,390,370,0,14,253,40,76,3,18,0
420420205000169,498,498,498,0,0,434,41,9,0,14,0
420420205000170,724,718,718,0,0,508,14,137,6,53,0
420420205000171,584,584,388,0,196,342,22,183,21,16,0
420420205000172,559,559,372,10,177,266,10,265,0,18,0
420420205000173,500,500,373,4,123,276,17,183,0,21,3
420420205000174,670,669,610,11,48,411,7,223,0,28,0
420420205000175,536,536,456,0,79,364,1,149,1,21,0
420420205000176,488,488,397,0,91,290,27,155,0,16,0
420420205000177,621,621,424,0,197,269,23,299,4,23,3
420420205000178,393,393,261,0,132,180,11,182,10,7,3
420420205000179,599,599,567,2,30,444,3,150,2,0,0
420420205000180,937,933,876,0,50,660,50,189,4,30,0
420420205000181,765,765,618,0,147,428,172,130,0,26,9
420420205000182,839,839,830,9,0,585,2,169,0,15,68
420420205000183,919,919,910,0,9,610,93,208,8,0,0
420420205000184,1427,1427,1283,0,144,871,303,194,5,54,0
420420205000185,1049,1049,1047,0,2,654,229,134,0,16,16
420420205000186,399,399,399,0,0,264,46,66,0,23,0
420420205000187,638,638,578,0,43,310,29,285,0,14,0
420420205000188,565,565,507,0,58,387,12,160,5,1,0
420420205000189,482,482,482,0,0,341,12,107,0,22,0
420420205000190,662,657,569,0,87,429,37,176,8,7,0
420420205000191,542,542,533,0,9,377,19,139,0,4,3
420420205000192,952,952,944,0,8,682,91,150,0,29,0
420420205000193,539,539,508,8,23,344,40,135,0,19,1
420420205000194,15,15,15,0,0,8,0,3,4,0,0
420420205000195,107,107,90,0,17,63,0,7,27,10,0
420420205000197,701,701,701,0,0,476,16,179,0,26,4
420420205000198,5,0,0,0,0,0,0,0,0,0,0
420420205000199,181,181,181,0,0,55,117,6,0,3,0
420420205000200,81,0,0,0,0,0,0,0,0,0,0
420420205000201,925,925,880,0,45,540,63,294,13,15,0
420420205000202,296,296,296,0,0,170,31,22,51,22,0
420420205000203,25,25,25,0,0,3,0,22,0,0,0
420420205000204,593,593,503,0,90,291,19,237,0,30,16
420420205000205,533,533,490,0,29,341,29,142,0,21,0
420420205000206,849,849,849,0,0,514,212,108,2,13,0
420420205000207,808,808,805,0,3,535,91,151,0,31,0
420420205000208,513,513,513,0,0,325,51,103,0,34,0
420420205000209,902,902,875,0,27,625,0,277,0,0,0
420420205000210,751,751,622,3,118,411,132,197,0,11,0
420420205000211,1034,1034,1029,2,3,748,34,193,0,59,0
420420205000212,25,25,21,0,0,6,0,5,0,0,14
420420205000213,772,772,772,0,0,708,11,46,0,7,0
420420205000214,914,0,0,0,0,0,0,0,0,0,0
420420205000215,523,523,523,0,0,408,4,20,71,20,0
420420205000216,416,416,416,0,0,313,5,13,56,28,1
420420205000217,805,805,800,0,5,553,32,83,106,31,0
420420205000218,1163,1163,1163,0,0,882,16,71,149,43,2
420420205000219,629,624,616,8,0,390,48,39,29,48,70
420420205000220,495,494,489,0,5,309,50,17,39,55,24
420420205000221,236,236,227,0,0,131,25,16,18,20,26
420420205000222,224,224,179,45,0,224,0,0,0,0,0
420420205000223,627,624,624,0,0,519,4,4,78,19,0
420420205000224,119,119,119,0,0,86,0,7,26,0,0
420420205000225,327,327,320,7,0,271,3,4,28,18,3
420420205000226,634,634,569,65,0,395,0,52,166,21,0
420420205000227,658,658,658,0,0,658,0,0,0,0,0
420420205000228,307,307,307,0,0,206,2,8,49,42,0
420420205000229,1219,1219,1211,8,0,959,3,92,102,56,7
420420205000231,315,315,315,0,0,313,0,0,0,2,0
420420205000232,476,476,157,0,319,276,22,171,0,7,0
420420205000233,429,429,63,8,348,173,2,247,0,7,0
420420205000234,351,351,351,0,0,276,22,22,0,31,0
420420205000235,275,275,272,0,3,220,6,23,0,19,7
420420205000236,162,162,162,0,0,126,15,0,0,2,19
420420205000237,585,585,585,0,0,159,182,18,5,221,0
420420205000238,551,551,525,0,26,342,54,128,0,23,4
420420205000239,623,623,574,0,49,428,4,178,0,13,0
420420205000240,826,826,821,3,2,473,265,83,0,5,0
420420205000241,461,461,446,0,15,323,29,70,3,36,0
420420205000242,553,553,543,0,10,472,4,69,0,8,0
420420205000243,753,753,750,0,3,318,54,47,15,265,54
420420205000244,382,382,381,0,1,198,22,156,0,6,0
420420205000245,608,602,367,5,230,315,62,208,0,17,0
420420205000246,358,358,198,0,160,152,9,181,0,16,0
420420205000247,384,384,139,0,245,162,34,182,0,6,0
420420205000248,470,470,452,0,18,304,6,133,0,27,0
420420205000249,456,455,391,0,64,256,22,146,5,26,0
420420205000250,434,434,359,0,75,320,21,83,0,10,0
420420205000251,648,642,345,22,258,281,7,345,3,6,0
420420205000252,1080,1080,1069,0,11,546,347,165,5,17,0
420420205000253,727,727,640,0,87,445,83,187,0,12,0
420420205000254,647,647,636,0,11,515,22,106,3,1,0
420420205000255,860,860,854,0,6,560,42,122,1,91,44
420420205000256,755,755,755,0,0,424,60,253,0,18,0
420420205000257,680,680,659,0,21,372,85,184,1,32,6
420420205000258,453,453,444,0,9,276,98,79,0,0,0
420420205000259,773,773,773,0,0,460,75,224,0,14,0
420420205000260,557,557,557,0,0,285,36,224,0,12,0
420420205000261,547,546,544,0,2,302,54,164,0,26,0
420420205000262,632,632,614,0,14,369,30,205,0,20,8
420420205000263,783,783,779,4,0,437,117,215,0,14,0
420420205000264,671,671,671,0,0,299,206,156,0,8,2
420420205000265,1315,1315,1248,0,66,622,333,297,5,58,0
420420205000266,662,644,609,4,31,406,64,141,7,26,0
420420205000267,643,643,632,0,11,456,6,162,0,19,0
420420205000268,679,679,676,0,3,548,6,101,1,23,0
420420205000269,471,471,471,0,0,341,28,98,0,4,0
420420205000270,595,595,595,0,0,466,11,92,3,23,0
420420205000271,401,401,399,0,2,263,19,105,5,9,0
420420205000272,392,392,366,0,25,261,13,111,0,5,2
420420205000273,526,526,526,0,0,302,55,159,0,10,0
420420205000274,369,369,369,0,0,229,9,103,0,28,0
420420205000275,1698,1694,1694,0,0,447,743,86,0,208,210
420420205000276,920,920,920,0,0,499,124,198,0,57,42
420420205000277,772,772,772,0,0,472,55,205,0,33,7
420420205000278,738,738,678,0,38,478,36,178,0,46,0
420420210000001,236,236,236,0,0,193,2,31,4,6,0
420420210000002,580,580,573,7,0,475,0,12,77,14,2
420420220000001,76,0,0,0,0,0,0,0,0,0,0
420420220000002,474,474,474,0,0,368,0,19,75,12,0
420420220000003,724,724,723,1,0,486,11,15,162,44,6
420420220000004,159,159,159,0,0,139,15,0,2,3,0
420420225000001,161,161,161,0,0,140,0,7,11,3,0
420420225000002,411,404,342,62,0,293,19,21,41,30,0
420420225000003,351,351,351,0,0,297,0,3,30,19,2
420420225000004,431,431,431,0,0,377,0,18,28,8,0
420420240000001,1181,1181,1166,0,15,963,3,145,17,51,2
420420240000002,432,432,432,0,0,347,5,42,3,35,0
420420240000003,501,501,499,2,0,240,0,0,235,26,0
420420240000005,441,441,441,0,0,295,6,12,100,28,0
420420240000006,387,385,385,0,0,295,15,20,29,21,5
420420240000007,421,417,417,0,0,260,7,5,135,6,4
420420240000008,474,474,474,0,0,287,6,16,143,22,0
420420240000009,452,452,452,0,0,414,3,14,0,21,0
420425105000001,815,815,599,0,216,510,23,272,0,7,3
420425105000002,39,39,34,0,5,28,4,7,0,0,0
420425105000003,464,464,454,0,10,366,17,81,0,0,0
420425105000004,279,279,279,0,0,245,0,34,0,0,0
420425105000005,49,49,49,0,0,28,0,17,0,4,0
420425105000006,338,338,338,0,0,279,4,55,0,0,0
420425105000007,718,718,703,0,15,543,25,108,2,40,0
420425105000008,116,116,105,0,11,92,2,20,1,1,0
420425105000009,75,75,75,0,0,63,0,12,0,0,0
420425105000010,94,94,88,0,6,72,6,10,0,6,0
420425105000011,178,178,172,0,6,145,10,23,0,0,0
420425105000012,101,101,101,0,0,91,0,10,0,0,0
420425105000013,119,119,115,0,4,84,4,28,0,3,0
420425105000014,84,84,82,0,0,68,0,16,0,0,0
420425105000015,200,200,181,0,19,152,2,46,0,0,0
420425105000016,229,229,220,0,9,165,2,53,5,4,0
420425105000017,67,67,65,0,2,47,0,20,0,0,0
420425105000018,875,875,875,0,0,649,55,136,0,35,0
420425105000019,511,511,511,0,0,442,14,53,0,2,0
420425105000020,152,152,152,0,0,121,5,20,0,6,0
420425105000021,395,395,395,0,0,140,212,43,0,0,0
420425105000022,627,627,627,0,0,550,3,68,0,6,0
420425105000023,405,405,405,0,0,301,30,57,0,17,0
420425105000024,92,92,92,0,0,66,0,10,7,9,0
420425105000025,92,92,92,0,0,60,14,15,3,0,0
420425105000026,4,0,0,0,0,0,0,0,0,0,0
420425105000027,616,616,616,0,0,486,36,68,3,23,0
420425105000028,657,657,657,0,0,484,24,141,0,8,0
420425105000029,800,800,791,0,9,552,55,138,0,55,0
420425105000030,509,509,507,0,0,370,2,108,0,25,4
420425105000031,871,871,871,0,0,683,16,166,0,6,0
420425105000032,123,123,120,0,0,91,12,14,2,4,0
420425105000034,24,24,24,0,0,24,0,0,0,0,0
420425105000035,653,653,653,0,0,500,40,66,0,47,0
420425105000036,10,0,0,0,0,0,0,0,0,0,0
420425105000037,265,265,265,0,0,205,21,32,0,5,2
420425105000038,806,806,806,0,0,672,18,47,39,30,0
420425105000039,581,581,581,0,0,500,11,21,16,31,2
420425105000040,811,811,811,0,0,706,20,34,25,26,0
420425105000041,834,834,834,0,0,619,63,114,0,38,0
420425105000042,481,481,465,16,0,384,49,43,0,5,0
420430105000001,535,530,168,0,362,277,31,197,4,21,0
420430105000002,436,436,288,2,146,267,17,130,0,22,0
420430105000003,441,441,161,2,278,265,25,142,2,7,0
420430105000004,693,693,358,0,335,369,27,251,0,46,0
420430105000005,825,825,193,1,627,382,23,375,3,35,7
420430105000006,459,459,189,0,270,289,4,161,2,3,0
420430105000007,448,448,210,6,232,273,0,133,7,35,0
420430105000008,627,627,221,0,406,267,34,301,7,18,0
420430105000009,332,332,215,0,117,142,13,162,6,9,0
420430105000010,400,400,201,0,195,203,6,185,0,6,0
420430105000011,429,429,197,0,232,233,16,180,0,0,0
420430105000012,425,425,126,0,299,181,7,220,6,11,0
420430105000013,591,584,428,65,91,386,31,138,0,29,0
420430105000014,721,717,685,10,22,408,121,158,0,30,0
420430105000015,915,915,780,0,135,480,56,344,0,35,0
420430105000016,735,735,688,4,43,493,42,181,0,19,0
420430105000017,1126,1126,1098,0,28,735,115,241,0,35,0
420430105000018,13,0,0,0,0,0,0,0,0,0,0
420430105000019,593,593,563,0,30,371,73,105,0,44,0
420430105000020,751,703,661,0,32,467,56,138,0,39,3
420430105000021,685,685,671,10,4,448,173,30,0,34,0
420430105000022,568,568,559,0,9,334,38,178,0,18,0
420430105000023,544,544,532,0,0,306,23,157,7,51,0
420430105000024,815,802,686,0,116,464,0,319,1,14,4
420430105000025,534,534,528,6,0,283,29,174,0,48,0
420430105000026,688,688,665,2,21,436,31,183,0,38,0
420430105000027,574,574,574,0,0,341,34,172,0,27,0
420430105000028,526,526,526,0,0,377,73,71,0,5,0
420430105000029,64,64,64,0,0,41,21,2,0,0,0
420430105000030,1046,1046,1017,0,26,611,42,315,0,78,0
420430105000031,348,348,348,0,0,196,29,100,7,13,3
420430105000032,983,983,983,0,0,630,109,238,0,6,0
420430105000033,855,855,851,0,4,514,31,250,0,60,0
420430105000034,529,528,518,0,10,346,31,107,7,37,0
420430105000035,681,681,636,0,45,418,9,221,1,32,0
420430105000036,720,720,556,23,141,470,25,190,0,35,0
420430105000037,836,836,812,0,24,402,30,327,6,71,0
420430105000038,859,859,847,0,12,466,38,302,4,49,0
420430105000039,859,859,843,0,16,474,23,296,0,66,0
420430105000040,1056,1056,1032,0,24,641,130,263,2,18,2
420430105000041,196,196,196,0,0,147,3,39,0,4,3
420430105000042,513,513,510,0,3,344,58,60,0,46,5
420430105000043,796,796,796,0,0,728,4,46,0,18,0
420430105000044,1477,1477,1477,0,0,649,674,149,1,4,0
420430105000045,723,723,723,0,0,416,6,268,0,33,0
420430105000046,639,639,639,0,0,346,35,234,0,24,0
420430105000047,599,599,594,0,5,356,4,211,0,28,0
420430105000048,688,688,688,0,0,492,83,110,0,3,0
420430105000049,5,0,0,0,0,0,0,0,0,0,0
420430105000050,993,993,990,0,3,600,144,179,0,70,0
420430105000051,628,628,628,0,0,364,88,143,0,33,0
420430105000052,534,534,530,4,0,277,156,94,0,7,0
420430105000053,540,540,345,6,189,326,158,47,0,9,0
420430105000054,530,530,401,4,125,360,105,57,0,8,0
420430105000055,597,597,595,2,0,358,96,102,0,38,3
420430105000056,612,612,601,0,11,425,68,91,0,28,0
420430105000057,656,656,656,0,0,430,90,94,0,42,0
420430105000058,224,224,217,0,7,149,39,28,3,5,0
420430105000059,830,829,819,0,10,441,24,310,0,54,0
420430105000060,412,412,376,0,36,224,12,163,0,13,0
420430105000061,655,655,638,0,17,468,4,158,0,25,0
420430105000062,774,774,605,0,169,480,6,271,0,17,0
420430105000063,536,536,513,0,23,270,51,196,19,0,0
420430105000064,724,724,724,0,0,450,135,117,5,17,0
420430105000065,343,343,319,0,24,182,59,70,30,2,0
420430105000066,212,212,210,2,0,117,34,50,2,9,0
420430105000067,317,317,314,0,3,187,49,50,0,30,1
420430105000068,828,828,818,0,10,566,36,162,3,55,6
420430105000069,596,596,594,0,2,386,76,104,3,27,0
420430105000070,727,727,692,0,35,426,57,210,0,34,0
420430105000071,645,645,623,0,18,375,15,223,0,32,0
420430105000072,540,540,525,0,15,332,79,85,4,40,0
420430105000073,205,205,189,0,16,106,30,47,3,19,0
420430105000074,616,614,370,0,244,309,65,210,0,30,0
420430105000075,637,637,579,0,58,397,67,141,0,30,2
420430105000076,355,355,355,0,0,95,211,27,3,19,0
420430105000077,677,677,638,0,39,393,89,163,3,29,0
420430105000078,601,601,593,0,8,342,36,164,21,38,0
420430105000079,103,103,103,0,0,71,27,2,0,3,0
420430105000080,187,187,187,0,0,170,0,9,8,0,0
420430105000081,293,293,293,0,0,146,4,24,115,4,0
420430105000082,366,366,366,0,0,241,0,107,0,18,0
420430105000083,373,371,361,0,0,283,29,44,0,11,4
420430105000084,287,287,287,0,0,195,2,25,51,14,0
420430105000085,436,436,436,0,0,343,3,19,42,25,4
420430105000086,683,683,683,0,0,498,147,6,0,32,0
420430105000087,433,433,433,0,0,385,2,6,22,18,0
420430105000088,403,403,403,0,0,335,12,9,0,47,0
420430105000089,333,333,329,4,0,274,6,10,9,34,0
420430105000090,105,105,105,0,0,91,3,2,4,5,0
420430105000091,174,174,174,0,0,143,2,11,9,9,0
420430105000092,500,500,500,0,0,444,5,18,27,6,0
420430105000093,456,456,456,0,0,392,3,7,19,35,0
420430105000094,262,262,262,0,0,211,0,0,38,13,0
420430105000095,424,424,424,0,0,329,37,15,28,15,0
420430105000096,518,518,518,0,0,386,28,28,63,9,4
420430105000097,517,517,517,0,0,487,0,0,2,28,0
420430105000098,449,449,449,0,0,425,8,4,7,5,0
420430105000099,370,368,368,0,0,309,37,11,0,11,0
420430105000100,498,498,498,0,0,383,4,44,52,15,0
420430105000101,678,678,670,0,8,371,31,242,0,34,0
420430105000102,614,614,614,0,0,322,181,89,0,22,0
420430105000103,703,699,604,0,95,459,33,197,4,5,1
420430105000104,425,425,412,0,13,224,45,136,10,10,0
420430105000105,354,354,354,0,0,242,16,38,52,6,0
420430105000106,268,268,268,0,0,184,0,64,9,9,2
420430105000107,67,67,55,12,0,57,0,0,2,8,0
420430105000108,44,44,44,0,0,25,0,9,0,10,0
420430105000109,319,319,319,0,0,75,227,2,0,15,0
420430105000110,138,131,131,0,0,74,6,44,1,6,0
420430105000111,12,0,0,0,0,0,0,0,0,0,0
420430105000112,12,12,12,0,0,9,0,0,3,0,0
420430105000113,91,91,91,0,0,78,0,12,0,1,0
420430105000114,150,150,150,0,0,141,0,5,0,4,0
420430105000115,8,0,0,0,0,0,0,0,0,0,0
420430105000116,182,182,182,0,0,34,118,21,0,9,0
420430105000117,3,0,0,0,0,0,0,0,0,0,0
420430105000118,7,0,0,0,0,0,0,0,0,0,0
420430105000122,271,271,271,0,0,6,251,5,0,9,0
420430105000123,15,15,15,0,0,13,0,0,0,2,0
420430105000124,159,159,148,0,6,122,3,25,9,0,0
420430105000125,51,51,51,0,0,48,0,0,0,3,0
420430105000126,56,56,56,0,0,16,0,2,38,0,0
420430105000127,75,75,75,0,0,30,0,9,36,0,0
420430115000001,130,128,128,0,0,108,1,7,0,12,0
420430115000002,308,306,306,0,0,238,20,6,29,13,0
420430115000003,240,240,240,0,0,192,0,0,40,8,0
420430115000004,387,387,387,0,0,365,3,7,2,10,0
420430120000001,334,334,334,0,0,255,17,48,9,5,0
420430120000002,351,351,351,0,0,307,5,5,25,9,0
420430120000003,542,542,541,0,1,465,11,9,49,8,0
420430120000004,411,411,411,0,0,355,11,4,35,6,0
420430120000005,442,442,442,0,0,374,6,6,33,23,0
420430125000001,120,120,120,0,0,91,0,16,6,3,4
420430125000002,549,549,549,0,0,481,4,0,47,17,0
420430135000001,1005,1004,998,0,6,717,18,218,11,39,1
420430135000002,423,423,423,0,0,322,33,26,26,16,0
420430135000003,448,448,448,0,0,325,6,21,71,25,0
420430135000004,122,122,122,0,0,77,13,32,0,0,0
420430140000001,339,339,339,0,0,267,27,33,5,7,0
420430140000002,327,327,327,0,0,287,18,0,14,8,0
420430140000003,604,604,604,0,0,528,24,8,18,26,0
420430140000004,423,423,423,0,0,378,0,16,13,16,0
420430140000005,384,384,384,0,0,342,4,9,21,8,0
420430140000006,415,415,415,0,0,364,23,4,8,16,0
420435005000001,284,284,261,0,23,205,19,52,8,0,0
420435005000002,816,816,763,0,53,348,174,189,80,25,0
420435005000003,29,29,29,0,0,26,0,0,3,0,0
420435005000004,799,799,791,5,3,652,55,14,57,16,5
420435005000005,537,537,537,0,0,378,47,17,76,19,0
420435005000006,682,682,682,0,0,508,51,13,107,3,0
420435005000007,301,301,301,0,0,226,0,0,72,3,0
420435005000008,319,319,315,0,4,141,50,110,14,4,0
420440005000001,299,299,250,0,49,221,29,38,9,2,0
420440005000002,857,857,854,0,3,637,65,108,13,33,1
420440005000003,726,719,624,0,95,592,0,120,5,2,0
420440005000004,1296,1296,1283,0,0,797,132,114,0,221,32
420440005000005,853,853,758,13,82,680,5,151,2,7,8
420440005000006,591,591,582,0,9,443,22,118,0,8,0
420440005000007,415,415,411,4,0,359,6,0,36,13,1
420440005000008,281,281,281,0,0,226,31,6,18,0,0
420440005000009,584,584,579,0,0,507,13,0,48,10,6
420440005000010,273,273,273,0,0,214,0,7,47,3,2
420440005000011,311,311,311,0,0,248,9,7,24,23,0
420440005000012,202,202,202,0,0,22,180,0,0,0,0
420440005000013,535,535,535,0,0,462,0,0,68,5,0
420440005000014,473,473,473,0,0,429,0,0,30,14,0
420440005000015,205,205,205,0,0,193,0,0,12,0,0
420440005000016,449,449,449,0,0,384,6,14,17,28,0
420440005000017,620,620,620,0,0,517,15,4,50,34,0
420440005000018,831,826,780,4,42,569,67,177,7,6,0
420440005000019,132,132,132,0,0,108,0,14,0,10,0
420440005000020,16,16,16,0,0,16,0,0,0,0,0
420440005000021,77,77,77,0,0,11,66,0,0,0,0
420440005000022,16,0,0,0,0,0,0,0,0,0,0
420440005000023,81,81,81,0,0,61,0,7,11,2,0
420440005000024,2,0,0,0,0,0,0,0,0,0,0
420440005000025,13,13,13,0,0,2,0,9,0,2,0
420440005000026,23,23,23,0,0,12,0,8,3,0,0
420440005000027,39,39,37,0,0,30,0,4,0,3,2
420440005000028,13,0,0,0,0,0,0,0,0,0,0
420445905000001,685,685,677,0,8,501,90,68,3,23,0
420445905000002,646,646,646,0,0,467,152,0,5,22,0
420445905000003,636,636,631,4,1,460,122,20,29,5,0
420445905000004,367,367,367,0,0,336,0,9,8,8,6
420445905000005,124,124,124,0,0,81,31,0,0,12,0
420450905000001,91,91,91,0,0,70,3,18,0,0,0
420450905000002,256,250,250,0,0,212,13,18,4,3,0
420450905000003,326,326,326,0,0,255,22,49,0,0,0
420450905000004,618,618,618,0,0,514,37,57,4,3,3
420450905000005,147,147,145,0,2,94,6,47,0,0,0
420450905000006,1125,1125,1108,0,17,696,180,217,7,25,0
420450905000007,382,380,378,0,0,229,49,43,13,46,0
420450905000008,92,82,82,0,0,67,3,8,0,4,0
420450905000009,767,767,752,0,12,532,121,113,0,1,0
420450905000010,98,98,98,0,0,62,5,28,3,0,0
420450905000011,201,201,201,0,0,129,30,27,3,12,0
420450905000012,49,49,49,0,0,47,0,1,0,1,0
420450905000014,140,140,140,0,0,87,3,20,3,27,0
420450905000015,717,717,680,0,24,543,40,129,4,1,0
420450905000016,384,384,384,0,0,223,76,55,3,24,3
420450905000017,339,339,339,0,0,285,2,15,33,4,0
420450905000018,652,652,652,0,0,565,4,39,28,12,4
420450905000019,120,120,120,0,0,118,0,2,0,0,0
420450905000020,297,297,297,0,0,276,4,3,3,11,0
420450905000021,413,413,413,0,0,312,0,29,26,46,0
420450905000022,342,342,342,0,0,304,11,5,11,5,6
420450905000023,54,54,54,0,0,0,0,0,54,0,0
420450905000024,513,513,511,0,0,376,0,15,68,51,3
420450905000025,131,131,131,0,0,107,5,2,0,17,0
420450905000026,322,322,322,0,0,298,9,2,2,11,0
420450905000027,192,192,192,0,0,162,3,27,0,0,0
420450905000028,334,334,315,0,19,260,15,34,0,14,11
420450905000029,176,176,171,5,0,104,0,68,0,4,0
420450905000030,46,46,46,0,0,21,7,15,0,3,0
420450905000031,130,130,130,0,0,69,27,34,0,0,0
420450905000032,892,887,887,0,0,524,224,131,3,5,0
420450905000033,998,998,969,0,29,683,107,198,10,0,0
420450905000035,141,141,141,0,0,89,22,22,0,2,6
420450905000036,150,150,150,0,0,120,3,23,4,0,0
420450905000037,176,176,144,2,30,117,7,33,9,0,10
420450905000038,320,320,320,0,0,247,0,61,3,9,0
420450905000039,132,124,124,0,0,88,5,22,7,2,0
420450905000040,22,22,22,0,0,19,0,0,1,2,0
420450905000041,765,764,755,0,9,569,47,95,0,53,0
420450905000042,543,543,497,0,46,387,7,134,6,9,0
420450905000043,259,259,259,0,0,207,15,30,0,7,0
420455805000001,733,725,658,0,67,532,0,154,2,37,0
420455805000002,879,879,879,0,0,652,72,100,13,42,0
420455805000003,665,665,665,0,0,538,32,64,10,21,0
420455805000004,1273,1273,1270,0,3,923,166,159,0,25,0
420455805000005,552,552,498,0,54,377,16,116,0,43,0
420455805000006,798,798,795,3,0,576,76,96,1,46,3
420455805000007,676,654,648,0,6,487,71,55,20,18,3
420455805000008,787,787,787,0,0,568,31,97,3,88,0
420455805000009,606,606,606,0,0,505,0,56,9,36,0
420455805000010,1130,1130,1130,0,0,940,0,88,0,101,1
420455805000011,783,783,773,0,10,595,51,74,7,56,0
420455805000012,741,741,741,0,0,591,12,90,0,48,0
420455805000013,551,551,515,0,36,396,3,95,1,56,0
420455805000014,224,224,220,4,0,159,3,2,44,16,0
420455805000015,674,669,669,0,0,252,0,16,126,57,218
420455805000016,699,699,699,0,0,568,0,19,101,11,0
420455805000017,257,257,257,0,0,212,0,1,29,15,0
420455805000018,220,220,220,0,0,176,10,0,22,11,1
420455805000019,471,327,327,0,0,289,2,4,26,6,0
420455805000020,218,218,218,0,0,209,0,0,6,3,0
420455805000021,546,546,413,0,133,349,32,149,3,13,0
420455805000022,1302,1302,1302,0,0,1002,76,110,7,98,9
420460805000001,761,761,77,36,647,516,133,77,26,9,0
420460805000002,662,653,14,0,639,406,80,121,8,38,0
420460805000003,428,428,20,0,408,212,62,128,2,24,0
420460805000004,708,708,25,0,680,300,92,287,5,23,1
420460805000005,393,393,21,0,372,265,41,71,0,16,0
420460805000006,446,443,17,0,426,220,12,192,0,19,0
420460805000007,412,412,35,4,373,225,45,132,0,10,0
420460805000008,650,650,32,0,618,303,136,173,3,34,1
420460805000009,412,412,36,0,376,184,122,94,0,4,8
420460805000010,286,286,18,0,268,153,52,73,0,8,0
420460805000011,581,581,66,2,513,276,133,141,8,23,0
420460805000012,583,583,19,3,561,382,59,134,5,3,0
420460805000013,289,289,17,0,272,150,66,68,0,5,0
420460805000014,518,518,35,0,483,257,86,171,2,2,0
420460805000015,497,497,12,1,484,200,140,134,0,23,0
420460805000016,404,404,22,0,382,241,64,98,0,1,0
420460805000017,717,717,2,0,715,408,75,229,0,5,0
420460805000018,569,569,28,4,537,347,70,117,0,22,13
420460805000019,769,769,127,0,642,410,174,163,0,22,0
420460805000020,359,358,23,0,335,161,47,144,4,2,0
420460805000021,538,536,39,0,497,175,70,280,0,11,0
420460805000022,557,555,138,0,417,179,87,261,4,24,0
420460805000023,463,463,177,3,283,263,62,108,0,30,0
420460805000024,610,573,185,0,388,253,85,196,4,32,3
420460805000025,328,328,135,0,193,212,0,110,4,2,0
420460805000026,593,593,110,23,460,409,123,61,0,0,0
420460805000027,351,350,1,0,349,248,53,42,0,7,0
420460805000028,419,419,25,0,394,259,49,100,0,9,2
420460805000029,553,538,151,0,387,379,42,94,0,23,0
420460805000030,761,761,20,3,738,437,102,198,4,17,3
420460805000031,354,354,182,0,172,311,0,38,0,5,0
